family_size	count	fraction	fraction_gt_or_eq_family_size
271	5	1.16923E-7	0.000067
272	2	4.67692E-8	0.000067
273	3	7.01538E-8	0.000067
274	5	1.16923E-7	0.000067
275	2	4.67692E-8	0.000067
276	6	1.40308E-7	0.000066
277	3	7.01538E-8	0.000066
278	4	9.35383E-8	0.000066
279	2	4.67692E-8	0.000066
280	3	7.01538E-8	0.000066
281	10	2.33846E-7	0.000066
282	7	1.63692E-7	0.000066
283	5	1.16923E-7	0.000066
284	3	7.01538E-8	0.000066
285	6	1.40308E-7	0.000065
286	1	2.33846E-8	0.000065
287	4	9.35383E-8	0.000065
288	4	9.35383E-8	0.000065
289	3	7.01538E-8	0.000065
290	2	4.67692E-8	0.000065
291	2	4.67692E-8	0.000065
292	3	7.01538E-8	0.000065
293	1	2.33846E-8	0.000065
294	3	7.01538E-8	0.000065
295	7	1.63692E-7	0.000065
296	3	7.01538E-8	0.000065
297	6	1.40308E-7	0.000065
298	6	1.40308E-7	0.000064
299	3	7.01538E-8	0.000064
300	5	1.16923E-7	0.000064
301	5	1.16923E-7	0.000064
302	3	7.01538E-8	0.000064
303	2	4.67692E-8	0.000064
304	8	1.87077E-7	0.000064
305	5	1.16923E-7	0.000064
306	5	1.16923E-7	0.000064
307	6	1.40308E-7	0.000063
308	5	1.16923E-7	0.000063
309	3	7.01538E-8	0.000063
310	4	9.35383E-8	0.000063
311	6	1.40308E-7	0.000063
312	1	2.33846E-8	0.000063
313	5	1.16923E-7	0.000063
314	6	1.40308E-7	0.000063
315	2	4.67692E-8	0.000063
316	6	1.40308E-7	0.000063
317	1	2.33846E-8	0.000062
318	3	7.01538E-8	0.000062
319	3	7.01538E-8	0.000062
320	6	1.40308E-7	0.000062
321	6	1.40308E-7	0.000062
323	3	7.01538E-8	0.000062
324	7	1.63692E-7	0.000062
325	6	1.40308E-7	0.000062
326	1	2.33846E-8	0.000062
327	3	7.01538E-8	0.000062
328	2	4.67692E-8	0.000062
329	5	1.16923E-7	0.000061
330	4	9.35383E-8	0.000061
331	2	4.67692E-8	0.000061
332	2	4.67692E-8	0.000061
333	2	4.67692E-8	0.000061
334	1	2.33846E-8	0.000061
335	5	1.16923E-7	0.000061
336	1	2.33846E-8	0.000061
337	5	1.16923E-7	0.000061
338	5	1.16923E-7	0.000061
339	1	2.33846E-8	0.000061
340	2	4.67692E-8	0.000061
341	2	4.67692E-8	0.000061
342	2	4.67692E-8	0.000061
343	2	4.67692E-8	0.000061
344	1	2.33846E-8	0.00006
345	4	9.35383E-8	0.00006
346	5	1.16923E-7	0.00006
347	2	4.67692E-8	0.00006
348	1	2.33846E-8	0.00006
349	2	4.67692E-8	0.00006
350	4	9.35383E-8	0.00006
351	3	7.01538E-8	0.00006
352	3	7.01538E-8	0.00006
353	3	7.01538E-8	0.00006
354	3	7.01538E-8	0.00006
356	5	1.16923E-7	0.00006
357	4	9.35383E-8	0.00006
358	3	7.01538E-8	0.00006
361	4	9.35383E-8	0.000059
362	4	9.35383E-8	0.000059
363	4	9.35383E-8	0.000059
364	2	4.67692E-8	0.000059
365	4	9.35383E-8	0.000059
366	3	7.01538E-8	0.000059
368	1	2.33846E-8	0.000059
369	1	2.33846E-8	0.000059
370	2	4.67692E-8	0.000059
371	4	9.35383E-8	0.000059
372	3	7.01538E-8	0.000059
373	1	2.33846E-8	0.000059
374	5	1.16923E-7	0.000059
375	1	2.33846E-8	0.000059
376	2	4.67692E-8	0.000059
377	1	2.33846E-8	0.000059
378	3	7.01538E-8	0.000059
379	5	1.16923E-7	0.000058
380	5	1.16923E-7	0.000058
381	4	9.35383E-8	0.000058
382	1	2.33846E-8	0.000058
383	1	2.33846E-8	0.000058
384	2	4.67692E-8	0.000058
385	2	4.67692E-8	0.000058
386	5	1.16923E-7	0.000058
387	2	4.67692E-8	0.000058
389	1	2.33846E-8	0.000058
390	1	2.33846E-8	0.000058
391	2	4.67692E-8	0.000058
392	3	7.01538E-8	0.000058
393	5	1.16923E-7	0.000058
394	1	2.33846E-8	0.000058
395	1	2.33846E-8	0.000058
396	2	4.67692E-8	0.000057
397	3	7.01538E-8	0.000057
398	3	7.01538E-8	0.000057
399	2	4.67692E-8	0.000057
400	3	7.01538E-8	0.000057
401	2	4.67692E-8	0.000057
402	3	7.01538E-8	0.000057
403	3	7.01538E-8	0.000057
404	3	7.01538E-8	0.000057
405	2	4.67692E-8	0.000057
406	3	7.01538E-8	0.000057
407	5	1.16923E-7	0.000057
408	2	4.67692E-8	0.000057
409	6	1.40308E-7	0.000057
410	4	9.35383E-8	0.000056
411	2	4.67692E-8	0.000056
412	2	4.67692E-8	0.000056
413	4	9.35383E-8	0.000056
414	4	9.35383E-8	0.000056
415	2	4.67692E-8	0.000056
416	9	2.10461E-7	0.000056
417	1	2.33846E-8	0.000056
418	1	2.33846E-8	0.000056
419	1	2.33846E-8	0.000056
420	2	4.67692E-8	0.000056
421	4	9.35383E-8	0.000056
422	3	7.01538E-8	0.000056
423	5	1.16923E-7	0.000056
424	5	1.16923E-7	0.000055
425	5	1.16923E-7	0.000055
426	4	9.35383E-8	0.000055
427	1	2.33846E-8	0.000055
428	4	9.35383E-8	0.000055
429	2	4.67692E-8	0.000055
430	1	2.33846E-8	0.000055
431	1	2.33846E-8	0.000055
432	3	7.01538E-8	0.000055
433	4	9.35383E-8	0.000055
434	1	2.33846E-8	0.000055
435	2	4.67692E-8	0.000055
436	5	1.16923E-7	0.000055
437	4	9.35383E-8	0.000055
438	2	4.67692E-8	0.000054
439	2	4.67692E-8	0.000054
440	5	1.16923E-7	0.000054
441	2	4.67692E-8	0.000054
442	4	9.35383E-8	0.000054
443	4	9.35383E-8	0.000054
444	2	4.67692E-8	0.000054
445	4	9.35383E-8	0.000054
447	2	4.67692E-8	0.000054
448	2	4.67692E-8	0.000054
449	5	1.16923E-7	0.000054
451	3	7.01538E-8	0.000054
452	3	7.01538E-8	0.000054
453	3	7.01538E-8	0.000054
454	2	4.67692E-8	0.000053
455	2	4.67692E-8	0.000053
456	1	2.33846E-8	0.000053
457	2	4.67692E-8	0.000053
458	5	1.16923E-7	0.000053
459	1	2.33846E-8	0.000053
461	3	7.01538E-8	0.000053
462	2	4.67692E-8	0.000053
463	1	2.33846E-8	0.000053
465	2	4.67692E-8	0.000053
466	5	1.16923E-7	0.000053
467	1	2.33846E-8	0.000053
468	2	4.67692E-8	0.000053
469	1	2.33846E-8	0.000053
470	3	7.01538E-8	0.000053
471	1	2.33846E-8	0.000053
472	3	7.01538E-8	0.000053
473	3	7.01538E-8	0.000053
474	1	2.33846E-8	0.000053
475	5	1.16923E-7	0.000053
476	1	2.33846E-8	0.000052
477	1	2.33846E-8	0.000052
479	3	7.01538E-8	0.000052
480	2	4.67692E-8	0.000052
482	3	7.01538E-8	0.000052
483	2	4.67692E-8	0.000052
484	5	1.16923E-7	0.000052
485	2	4.67692E-8	0.000052
487	4	9.35383E-8	0.000052
488	3	7.01538E-8	0.000052
489	1	2.33846E-8	0.000052
490	5	1.16923E-7	0.000052
491	1	2.33846E-8	0.000052
493	5	1.16923E-7	0.000052
494	1	2.33846E-8	0.000052
495	3	7.01538E-8	0.000051
496	3	7.01538E-8	0.000051
497	2	4.67692E-8	0.000051
498	2	4.67692E-8	0.000051
499	1	2.33846E-8	0.000051
500	2	4.67692E-8	0.000051
501	1	2.33846E-8	0.000051
502	2	4.67692E-8	0.000051
503	1	2.33846E-8	0.000051
504	2	4.67692E-8	0.000051
505	4	9.35383E-8	0.000051
506	2	4.67692E-8	0.000051
507	1	2.33846E-8	0.000051
508	1	2.33846E-8	0.000051
510	4	9.35383E-8	0.000051
511	5	1.16923E-7	0.000051
512	3	7.01538E-8	0.000051
513	1	2.33846E-8	0.000051
514	4	9.35383E-8	0.000051
515	6	1.40308E-7	0.00005
516	3	7.01538E-8	0.00005
517	3	7.01538E-8	0.00005
518	3	7.01538E-8	0.00005
519	3	7.01538E-8	0.00005
520	1	2.33846E-8	0.00005
521	1	2.33846E-8	0.00005
522	2	4.67692E-8	0.00005
523	1	2.33846E-8	0.00005
524	3	7.01538E-8	0.00005
525	3	7.01538E-8	0.00005
526	2	4.67692E-8	0.00005
527	1	2.33846E-8	0.00005
528	1	2.33846E-8	0.00005
529	2	4.67692E-8	0.00005
530	3	7.01538E-8	0.00005
531	3	7.01538E-8	0.00005
532	1	2.33846E-8	0.00005
533	1	2.33846E-8	0.000049
534	3	7.01538E-8	0.000049
536	3	7.01538E-8	0.000049
537	4	9.35383E-8	0.000049
538	1	2.33846E-8	0.000049
539	2	4.67692E-8	0.000049
540	2	4.67692E-8	0.000049
541	4	9.35383E-8	0.000049
542	1	2.33846E-8	0.000049
543	6	1.40308E-7	0.000049
544	3	7.01538E-8	0.000049
545	1	2.33846E-8	0.000049
546	1	2.33846E-8	0.000049
547	1	2.33846E-8	0.000049
548	5	1.16923E-7	0.000049
549	3	7.01538E-8	0.000049
550	3	7.01538E-8	0.000049
552	3	7.01538E-8	0.000048
553	2	4.67692E-8	0.000048
554	3	7.01538E-8	0.000048
555	1	2.33846E-8	0.000048
557	1	2.33846E-8	0.000048
558	3	7.01538E-8	0.000048
559	3	7.01538E-8	0.000048
560	1	2.33846E-8	0.000048
562	1	2.33846E-8	0.000048
564	2	4.67692E-8	0.000048
565	2	4.67692E-8	0.000048
566	5	1.16923E-7	0.000048
567	4	9.35383E-8	0.000048
568	3	7.01538E-8	0.000048
569	1	2.33846E-8	0.000048
570	3	7.01538E-8	0.000048
571	1	2.33846E-8	0.000048
572	1	2.33846E-8	0.000048
573	1	2.33846E-8	0.000048
574	1	2.33846E-8	0.000047
575	3	7.01538E-8	0.000047
577	2	4.67692E-8	0.000047
578	2	4.67692E-8	0.000047
579	1	2.33846E-8	0.000047
580	2	4.67692E-8	0.000047
581	2	4.67692E-8	0.000047
582	2	4.67692E-8	0.000047
584	4	9.35383E-8	0.000047
585	2	4.67692E-8	0.000047
586	3	7.01538E-8	0.000047
587	4	9.35383E-8	0.000047
588	3	7.01538E-8	0.000047
589	4	9.35383E-8	0.000047
590	1	2.33846E-8	0.000047
592	3	7.01538E-8	0.000047
593	1	2.33846E-8	0.000047
594	3	7.01538E-8	0.000047
595	3	7.01538E-8	0.000046
596	1	2.33846E-8	0.000046
597	2	4.67692E-8	0.000046
599	1	2.33846E-8	0.000046
601	1	2.33846E-8	0.000046
602	2	4.67692E-8	0.000046
603	1	2.33846E-8	0.000046
604	2	4.67692E-8	0.000046
605	3	7.01538E-8	0.000046
606	1	2.33846E-8	0.000046
608	1	2.33846E-8	0.000046
609	2	4.67692E-8	0.000046
610	2	4.67692E-8	0.000046
611	3	7.01538E-8	0.000046
612	2	4.67692E-8	0.000046
613	1	2.33846E-8	0.000046
614	2	4.67692E-8	0.000046
615	5	1.16923E-7	0.000046
617	2	4.67692E-8	0.000046
618	3	7.01538E-8	0.000046
619	1	2.33846E-8	0.000046
621	1	2.33846E-8	0.000046
622	1	2.33846E-8	0.000046
623	3	7.01538E-8	0.000045
624	3	7.01538E-8	0.000045
626	1	2.33846E-8	0.000045
628	3	7.01538E-8	0.000045
630	2	4.67692E-8	0.000045
631	4	9.35383E-8	0.000045
632	2	4.67692E-8	0.000045
633	2	4.67692E-8	0.000045
634	1	2.33846E-8	0.000045
635	4	9.35383E-8	0.000045
636	3	7.01538E-8	0.000045
637	5	1.16923E-7	0.000045
638	1	2.33846E-8	0.000045
639	1	2.33846E-8	0.000045
640	1	2.33846E-8	0.000045
641	1	2.33846E-8	0.000045
643	2	4.67692E-8	0.000045
646	3	7.01538E-8	0.000045
647	4	9.35383E-8	0.000045
648	2	4.67692E-8	0.000044
649	2	4.67692E-8	0.000044
650	1	2.33846E-8	0.000044
651	2	4.67692E-8	0.000044
652	1	2.33846E-8	0.000044
653	1	2.33846E-8	0.000044
654	2	4.67692E-8	0.000044
655	3	7.01538E-8	0.000044
657	1	2.33846E-8	0.000044
658	2	4.67692E-8	0.000044
659	2	4.67692E-8	0.000044
660	4	9.35383E-8	0.000044
662	5	1.16923E-7	0.000044
664	3	7.01538E-8	0.000044
665	2	4.67692E-8	0.000044
666	2	4.67692E-8	0.000044
668	3	7.01538E-8	0.000044
669	1	2.33846E-8	0.000044
670	2	4.67692E-8	0.000043
671	1	2.33846E-8	0.000043
672	1	2.33846E-8	0.000043
673	2	4.67692E-8	0.000043
675	2	4.67692E-8	0.000043
677	1	2.33846E-8	0.000043
678	2	4.67692E-8	0.000043
679	4	9.35383E-8	0.000043
681	1	2.33846E-8	0.000043
682	2	4.67692E-8	0.000043
683	1	2.33846E-8	0.000043
684	3	7.01538E-8	0.000043
685	2	4.67692E-8	0.000043
686	2	4.67692E-8	0.000043
687	2	4.67692E-8	0.000043
688	3	7.01538E-8	0.000043
689	1	2.33846E-8	0.000043
690	3	7.01538E-8	0.000043
691	2	4.67692E-8	0.000043
692	5	1.16923E-7	0.000043
693	2	4.67692E-8	0.000043
695	4	9.35383E-8	0.000042
696	2	4.67692E-8	0.000042
697	3	7.01538E-8	0.000042
698	1	2.33846E-8	0.000042
700	3	7.01538E-8	0.000042
701	2	4.67692E-8	0.000042
705	1	2.33846E-8	0.000042
706	1	2.33846E-8	0.000042
707	2	4.67692E-8	0.000042
708	2	4.67692E-8	0.000042
709	1	2.33846E-8	0.000042
711	1	2.33846E-8	0.000042
712	1	2.33846E-8	0.000042
716	2	4.67692E-8	0.000042
717	3	7.01538E-8	0.000042
718	1	2.33846E-8	0.000042
719	2	4.67692E-8	0.000042
720	3	7.01538E-8	0.000042
721	3	7.01538E-8	0.000042
723	2	4.67692E-8	0.000042
724	1	2.33846E-8	0.000042
725	2	4.67692E-8	0.000042
726	1	2.33846E-8	0.000041
728	1	2.33846E-8	0.000041
731	1	2.33846E-8	0.000041
734	2	4.67692E-8	0.000041
735	1	2.33846E-8	0.000041
740	3	7.01538E-8	0.000041
741	2	4.67692E-8	0.000041
745	5	1.16923E-7	0.000041
746	1	2.33846E-8	0.000041
747	1	2.33846E-8	0.000041
749	1	2.33846E-8	0.000041
750	1	2.33846E-8	0.000041
751	1	2.33846E-8	0.000041
752	1	2.33846E-8	0.000041
753	2	4.67692E-8	0.000041
757	1	2.33846E-8	0.000041
758	1	2.33846E-8	0.000041
759	1	2.33846E-8	0.000041
760	1	2.33846E-8	0.000041
761	1	2.33846E-8	0.000041
762	5	1.16923E-7	0.000041
763	2	4.67692E-8	0.000041
764	3	7.01538E-8	0.000041
766	1	2.33846E-8	0.000041
767	1	2.33846E-8	0.000041
768	4	9.35383E-8	0.000041
769	5	1.16923E-7	0.00004
770	3	7.01538E-8	0.00004
771	2	4.67692E-8	0.00004
775	3	7.01538E-8	0.00004
776	1	2.33846E-8	0.00004
778	1	2.33846E-8	0.00004
780	1	2.33846E-8	0.00004
782	1	2.33846E-8	0.00004
783	2	4.67692E-8	0.00004
784	1	2.33846E-8	0.00004
787	5	1.16923E-7	0.00004
788	2	4.67692E-8	0.00004
789	2	4.67692E-8	0.00004
791	2	4.67692E-8	0.00004
792	1	2.33846E-8	0.00004
795	1	2.33846E-8	0.00004
797	2	4.67692E-8	0.00004
799	4	9.35383E-8	0.00004
800	1	2.33846E-8	0.000039
801	2	4.67692E-8	0.000039
802	1	2.33846E-8	0.000039
803	1	2.33846E-8	0.000039
804	1	2.33846E-8	0.000039
806	2	4.67692E-8	0.000039
807	1	2.33846E-8	0.000039
809	3	7.01538E-8	0.000039
811	2	4.67692E-8	0.000039
812	1	2.33846E-8	0.000039
813	2	4.67692E-8	0.000039
814	2	4.67692E-8	0.000039
815	2	4.67692E-8	0.000039
818	1	2.33846E-8	0.000039
819	3	7.01538E-8	0.000039
823	2	4.67692E-8	0.000039
826	3	7.01538E-8	0.000039
827	1	2.33846E-8	0.000039
828	2	4.67692E-8	0.000039
829	1	2.33846E-8	0.000039
830	2	4.67692E-8	0.000039
831	3	7.01538E-8	0.000039
832	1	2.33846E-8	0.000039
833	3	7.01538E-8	0.000039
834	2	4.67692E-8	0.000038
835	3	7.01538E-8	0.000038
836	1	2.33846E-8	0.000038
838	1	2.33846E-8	0.000038
839	1	2.33846E-8	0.000038
840	1	2.33846E-8	0.000038
841	1	2.33846E-8	0.000038
843	1	2.33846E-8	0.000038
844	2	4.67692E-8	0.000038
845	4	9.35383E-8	0.000038
848	2	4.67692E-8	0.000038
849	6	1.40308E-7	0.000038
851	1	2.33846E-8	0.000038
854	1	2.33846E-8	0.000038
855	2	4.67692E-8	0.000038
856	1	2.33846E-8	0.000038
857	2	4.67692E-8	0.000038
859	2	4.67692E-8	0.000038
860	1	2.33846E-8	0.000038
861	2	4.67692E-8	0.000038
862	2	4.67692E-8	0.000038
864	3	7.01538E-8	0.000038
865	1	2.33846E-8	0.000038
867	3	7.01538E-8	0.000037
870	1	2.33846E-8	0.000037
871	3	7.01538E-8	0.000037
873	2	4.67692E-8	0.000037
874	1	2.33846E-8	0.000037
877	1	2.33846E-8	0.000037
879	2	4.67692E-8	0.000037
881	1	2.33846E-8	0.000037
882	2	4.67692E-8	0.000037
883	1	2.33846E-8	0.000037
884	1	2.33846E-8	0.000037
887	1	2.33846E-8	0.000037
888	1	2.33846E-8	0.000037
890	3	7.01538E-8	0.000037
892	3	7.01538E-8	0.000037
893	1	2.33846E-8	0.000037
895	2	4.67692E-8	0.000037
901	1	2.33846E-8	0.000037
902	1	2.33846E-8	0.000037
903	2	4.67692E-8	0.000037
904	2	4.67692E-8	0.000037
906	1	2.33846E-8	0.000037
907	3	7.01538E-8	0.000037
909	1	2.33846E-8	0.000037
910	1	2.33846E-8	0.000037
912	6	1.40308E-7	0.000037
913	2	4.67692E-8	0.000036
914	1	2.33846E-8	0.000036
915	2	4.67692E-8	0.000036
918	2	4.67692E-8	0.000036
919	5	1.16923E-7	0.000036
920	1	2.33846E-8	0.000036
921	1	2.33846E-8	0.000036
922	1	2.33846E-8	0.000036
925	1	2.33846E-8	0.000036
926	3	7.01538E-8	0.000036
928	1	2.33846E-8	0.000036
930	2	4.67692E-8	0.000036
932	2	4.67692E-8	0.000036
933	3	7.01538E-8	0.000036
934	2	4.67692E-8	0.000036
935	2	4.67692E-8	0.000036
936	1	2.33846E-8	0.000036
938	2	4.67692E-8	0.000036
939	4	9.35383E-8	0.000036
941	2	4.67692E-8	0.000035
943	1	2.33846E-8	0.000035
944	2	4.67692E-8	0.000035
945	2	4.67692E-8	0.000035
947	1	2.33846E-8	0.000035
948	2	4.67692E-8	0.000035
949	1	2.33846E-8	0.000035
950	1	2.33846E-8	0.000035
951	1	2.33846E-8	0.000035
953	1	2.33846E-8	0.000035
954	3	7.01538E-8	0.000035
955	1	2.33846E-8	0.000035
958	2	4.67692E-8	0.000035
959	1	2.33846E-8	0.000035
960	1	2.33846E-8	0.000035
966	1	2.33846E-8	0.000035
