family_size	count	fraction	fraction_gt_or_eq_family_size
190	4	1.22487E-7	0.000066
191	3	9.18649E-8	0.000066
192	4	1.22487E-7	0.000066
193	1	3.06216E-8	0.000066
194	7	2.14352E-7	0.000066
195	2	6.12433E-8	0.000066
196	9	2.75595E-7	0.000066
197	4	1.22487E-7	0.000066
198	4	1.22487E-7	0.000065
199	4	1.22487E-7	0.000065
200	5	1.53108E-7	0.000065
201	4	1.22487E-7	0.000065
202	6	1.8373E-7	0.000065
203	8	2.44973E-7	0.000065
204	5	1.53108E-7	0.000064
205	3	9.18649E-8	0.000064
206	2	6.12433E-8	0.000064
207	3	9.18649E-8	0.000064
208	1	3.06216E-8	0.000064
209	2	6.12433E-8	0.000064
210	4	1.22487E-7	0.000064
211	5	1.53108E-7	0.000064
212	5	1.53108E-7	0.000064
213	2	6.12433E-8	0.000064
214	5	1.53108E-7	0.000064
215	5	1.53108E-7	0.000063
216	5	1.53108E-7	0.000063
217	3	9.18649E-8	0.000063
218	4	1.22487E-7	0.000063
219	3	9.18649E-8	0.000063
220	3	9.18649E-8	0.000063
221	11	3.36838E-7	0.000063
222	2	6.12433E-8	0.000062
223	6	1.8373E-7	0.000062
224	1	3.06216E-8	0.000062
225	4	1.22487E-7	0.000062
226	7	2.14352E-7	0.000062
227	8	2.44973E-7	0.000062
228	4	1.22487E-7	0.000061
229	3	9.18649E-8	0.000061
230	4	1.22487E-7	0.000061
231	3	9.18649E-8	0.000061
232	3	9.18649E-8	0.000061
233	4	1.22487E-7	0.000061
234	1	3.06216E-8	0.000061
235	5	1.53108E-7	0.000061
236	2	6.12433E-8	0.000061
237	2	6.12433E-8	0.000061
238	6	1.8373E-7	0.000061
239	1	3.06216E-8	0.00006
240	4	1.22487E-7	0.00006
241	2	6.12433E-8	0.00006
242	4	1.22487E-7	0.00006
243	5	1.53108E-7	0.00006
244	5	1.53108E-7	0.00006
247	4	1.22487E-7	0.00006
248	1	3.06216E-8	0.00006
249	3	9.18649E-8	0.00006
250	3	9.18649E-8	0.000059
251	4	1.22487E-7	0.000059
252	5	1.53108E-7	0.000059
253	2	6.12433E-8	0.000059
254	3	9.18649E-8	0.000059
255	3	9.18649E-8	0.000059
256	7	2.14352E-7	0.000059
257	4	1.22487E-7	0.000059
258	4	1.22487E-7	0.000058
259	3	9.18649E-8	0.000058
260	3	9.18649E-8	0.000058
261	3	9.18649E-8	0.000058
262	3	9.18649E-8	0.000058
263	7	2.14352E-7	0.000058
264	4	1.22487E-7	0.000058
265	3	9.18649E-8	0.000058
266	2	6.12433E-8	0.000058
267	5	1.53108E-7	0.000058
268	3	9.18649E-8	0.000057
270	3	9.18649E-8	0.000057
271	6	1.8373E-7	0.000057
272	1	3.06216E-8	0.000057
273	2	6.12433E-8	0.000057
274	3	9.18649E-8	0.000057
275	2	6.12433E-8	0.000057
276	1	3.06216E-8	0.000057
277	5	1.53108E-7	0.000057
278	3	9.18649E-8	0.000057
279	1	3.06216E-8	0.000056
280	4	1.22487E-7	0.000056
282	3	9.18649E-8	0.000056
284	4	1.22487E-7	0.000056
285	4	1.22487E-7	0.000056
287	2	6.12433E-8	0.000056
288	4	1.22487E-7	0.000056
289	2	6.12433E-8	0.000056
290	6	1.8373E-7	0.000056
291	5	1.53108E-7	0.000056
293	3	9.18649E-8	0.000055
294	3	9.18649E-8	0.000055
295	2	6.12433E-8	0.000055
296	3	9.18649E-8	0.000055
297	4	1.22487E-7	0.000055
298	1	3.06216E-8	0.000055
299	3	9.18649E-8	0.000055
300	1	3.06216E-8	0.000055
302	3	9.18649E-8	0.000055
303	2	6.12433E-8	0.000055
304	2	6.12433E-8	0.000055
306	3	9.18649E-8	0.000055
307	2	6.12433E-8	0.000054
308	3	9.18649E-8	0.000054
309	5	1.53108E-7	0.000054
310	2	6.12433E-8	0.000054
311	2	6.12433E-8	0.000054
312	4	1.22487E-7	0.000054
313	5	1.53108E-7	0.000054
314	4	1.22487E-7	0.000054
315	3	9.18649E-8	0.000054
316	1	3.06216E-8	0.000054
317	2	6.12433E-8	0.000054
318	3	9.18649E-8	0.000053
320	3	9.18649E-8	0.000053
321	3	9.18649E-8	0.000053
322	2	6.12433E-8	0.000053
323	2	6.12433E-8	0.000053
324	3	9.18649E-8	0.000053
325	2	6.12433E-8	0.000053
326	6	1.8373E-7	0.000053
327	1	3.06216E-8	0.000053
328	1	3.06216E-8	0.000053
329	3	9.18649E-8	0.000053
330	1	3.06216E-8	0.000053
331	2	6.12433E-8	0.000053
332	1	3.06216E-8	0.000052
333	3	9.18649E-8	0.000052
334	2	6.12433E-8	0.000052
335	3	9.18649E-8	0.000052
336	3	9.18649E-8	0.000052
337	3	9.18649E-8	0.000052
338	2	6.12433E-8	0.000052
339	2	6.12433E-8	0.000052
340	3	9.18649E-8	0.000052
341	3	9.18649E-8	0.000052
342	1	3.06216E-8	0.000052
343	2	6.12433E-8	0.000052
345	2	6.12433E-8	0.000052
346	2	6.12433E-8	0.000052
347	2	6.12433E-8	0.000052
348	2	6.12433E-8	0.000051
349	1	3.06216E-8	0.000051
350	1	3.06216E-8	0.000051
351	7	2.14352E-7	0.000051
353	5	1.53108E-7	0.000051
354	4	1.22487E-7	0.000051
355	3	9.18649E-8	0.000051
356	2	6.12433E-8	0.000051
357	1	3.06216E-8	0.000051
358	2	6.12433E-8	0.000051
359	3	9.18649E-8	0.000051
360	1	3.06216E-8	0.00005
361	2	6.12433E-8	0.00005
362	3	9.18649E-8	0.00005
363	2	6.12433E-8	0.00005
364	2	6.12433E-8	0.00005
365	1	3.06216E-8	0.00005
366	2	6.12433E-8	0.00005
367	1	3.06216E-8	0.00005
368	1	3.06216E-8	0.00005
369	1	3.06216E-8	0.00005
370	1	3.06216E-8	0.00005
372	3	9.18649E-8	0.00005
373	2	6.12433E-8	0.00005
374	3	9.18649E-8	0.00005
376	3	9.18649E-8	0.00005
377	2	6.12433E-8	0.00005
378	1	3.06216E-8	0.00005
380	1	3.06216E-8	0.00005
382	2	6.12433E-8	0.00005
383	2	6.12433E-8	0.000049
384	1	3.06216E-8	0.000049
386	2	6.12433E-8	0.000049
387	4	1.22487E-7	0.000049
388	2	6.12433E-8	0.000049
389	2	6.12433E-8	0.000049
390	3	9.18649E-8	0.000049
391	5	1.53108E-7	0.000049
392	2	6.12433E-8	0.000049
393	3	9.18649E-8	0.000049
394	1	3.06216E-8	0.000049
395	2	6.12433E-8	0.000049
396	4	1.22487E-7	0.000049
397	2	6.12433E-8	0.000048
398	1	3.06216E-8	0.000048
399	3	9.18649E-8	0.000048
400	1	3.06216E-8	0.000048
403	2	6.12433E-8	0.000048
405	1	3.06216E-8	0.000048
406	1	3.06216E-8	0.000048
407	1	3.06216E-8	0.000048
411	2	6.12433E-8	0.000048
412	1	3.06216E-8	0.000048
413	1	3.06216E-8	0.000048
415	2	6.12433E-8	0.000048
416	1	3.06216E-8	0.000048
417	1	3.06216E-8	0.000048
418	6	1.8373E-7	0.000048
419	1	3.06216E-8	0.000048
421	3	9.18649E-8	0.000048
422	1	3.06216E-8	0.000048
423	4	1.22487E-7	0.000047
424	2	6.12433E-8	0.000047
425	2	6.12433E-8	0.000047
426	2	6.12433E-8	0.000047
427	2	6.12433E-8	0.000047
429	2	6.12433E-8	0.000047
430	4	1.22487E-7	0.000047
432	1	3.06216E-8	0.000047
435	2	6.12433E-8	0.000047
437	2	6.12433E-8	0.000047
438	3	9.18649E-8	0.000047
439	1	3.06216E-8	0.000047
440	3	9.18649E-8	0.000047
442	1	3.06216E-8	0.000047
443	2	6.12433E-8	0.000047
444	3	9.18649E-8	0.000046
445	1	3.06216E-8	0.000046
446	1	3.06216E-8	0.000046
447	2	6.12433E-8	0.000046
448	1	3.06216E-8	0.000046
449	4	1.22487E-7	0.000046
450	3	9.18649E-8	0.000046
452	2	6.12433E-8	0.000046
453	1	3.06216E-8	0.000046
454	1	3.06216E-8	0.000046
455	3	9.18649E-8	0.000046
456	2	6.12433E-8	0.000046
457	3	9.18649E-8	0.000046
458	2	6.12433E-8	0.000046
459	1	3.06216E-8	0.000046
461	1	3.06216E-8	0.000046
462	1	3.06216E-8	0.000046
463	1	3.06216E-8	0.000046
464	1	3.06216E-8	0.000045
465	1	3.06216E-8	0.000045
466	1	3.06216E-8	0.000045
467	1	3.06216E-8	0.000045
470	1	3.06216E-8	0.000045
471	2	6.12433E-8	0.000045
472	1	3.06216E-8	0.000045
473	1	3.06216E-8	0.000045
474	1	3.06216E-8	0.000045
475	2	6.12433E-8	0.000045
476	2	6.12433E-8	0.000045
477	2	6.12433E-8	0.000045
478	3	9.18649E-8	0.000045
480	2	6.12433E-8	0.000045
481	1	3.06216E-8	0.000045
483	2	6.12433E-8	0.000045
484	2	6.12433E-8	0.000045
485	4	1.22487E-7	0.000045
486	1	3.06216E-8	0.000045
487	1	3.06216E-8	0.000045
488	3	9.18649E-8	0.000044
489	2	6.12433E-8	0.000044
490	3	9.18649E-8	0.000044
491	1	3.06216E-8	0.000044
492	1	3.06216E-8	0.000044
493	2	6.12433E-8	0.000044
494	2	6.12433E-8	0.000044
495	3	9.18649E-8	0.000044
498	2	6.12433E-8	0.000044
499	1	3.06216E-8	0.000044
500	1	3.06216E-8	0.000044
501	2	6.12433E-8	0.000044
503	2	6.12433E-8	0.000044
505	1	3.06216E-8	0.000044
508	1	3.06216E-8	0.000044
509	5	1.53108E-7	0.000044
511	2	6.12433E-8	0.000044
513	1	3.06216E-8	0.000043
514	2	6.12433E-8	0.000043
517	1	3.06216E-8	0.000043
518	1	3.06216E-8	0.000043
521	1	3.06216E-8	0.000043
522	1	3.06216E-8	0.000043
524	5	1.53108E-7	0.000043
525	2	6.12433E-8	0.000043
527	3	9.18649E-8	0.000043
528	2	6.12433E-8	0.000043
529	1	3.06216E-8	0.000043
530	1	3.06216E-8	0.000043
531	2	6.12433E-8	0.000043
533	3	9.18649E-8	0.000043
534	1	3.06216E-8	0.000043
537	1	3.06216E-8	0.000043
539	1	3.06216E-8	0.000043
540	1	3.06216E-8	0.000043
541	2	6.12433E-8	0.000043
543	1	3.06216E-8	0.000042
544	2	6.12433E-8	0.000042
547	1	3.06216E-8	0.000042
550	1	3.06216E-8	0.000042
551	2	6.12433E-8	0.000042
553	2	6.12433E-8	0.000042
554	1	3.06216E-8	0.000042
555	1	3.06216E-8	0.000042
556	2	6.12433E-8	0.000042
558	1	3.06216E-8	0.000042
559	3	9.18649E-8	0.000042
560	2	6.12433E-8	0.000042
561	2	6.12433E-8	0.000042
562	2	6.12433E-8	0.000042
565	1	3.06216E-8	0.000042
568	3	9.18649E-8	0.000042
569	3	9.18649E-8	0.000042
572	1	3.06216E-8	0.000042
574	1	3.06216E-8	0.000042
575	2	6.12433E-8	0.000041
576	1	3.06216E-8	0.000041
578	2	6.12433E-8	0.000041
579	2	6.12433E-8	0.000041
580	2	6.12433E-8	0.000041
581	2	6.12433E-8	0.000041
582	1	3.06216E-8	0.000041
583	1	3.06216E-8	0.000041
584	3	9.18649E-8	0.000041
586	2	6.12433E-8	0.000041
588	1	3.06216E-8	0.000041
589	1	3.06216E-8	0.000041
592	2	6.12433E-8	0.000041
595	1	3.06216E-8	0.000041
597	2	6.12433E-8	0.000041
600	2	6.12433E-8	0.000041
602	2	6.12433E-8	0.000041
603	1	3.06216E-8	0.000041
604	1	3.06216E-8	0.000041
605	2	6.12433E-8	0.000041
606	2	6.12433E-8	0.00004
607	1	3.06216E-8	0.00004
608	1	3.06216E-8	0.00004
609	2	6.12433E-8	0.00004
610	2	6.12433E-8	0.00004
612	1	3.06216E-8	0.00004
614	3	9.18649E-8	0.00004
616	1	3.06216E-8	0.00004
617	2	6.12433E-8	0.00004
618	3	9.18649E-8	0.00004
620	4	1.22487E-7	0.00004
621	3	9.18649E-8	0.00004
622	2	6.12433E-8	0.00004
623	1	3.06216E-8	0.00004
627	1	3.06216E-8	0.00004
628	1	3.06216E-8	0.00004
629	1	3.06216E-8	0.00004
631	1	3.06216E-8	0.00004
632	2	6.12433E-8	0.00004
633	3	9.18649E-8	0.000039
634	3	9.18649E-8	0.000039
637	1	3.06216E-8	0.000039
638	1	3.06216E-8	0.000039
640	5	1.53108E-7	0.000039
641	1	3.06216E-8	0.000039
643	2	6.12433E-8	0.000039
644	1	3.06216E-8	0.000039
646	2	6.12433E-8	0.000039
647	3	9.18649E-8	0.000039
651	1	3.06216E-8	0.000039
652	2	6.12433E-8	0.000039
653	1	3.06216E-8	0.000039
654	1	3.06216E-8	0.000039
656	1	3.06216E-8	0.000039
657	1	3.06216E-8	0.000039
658	1	3.06216E-8	0.000039
659	1	3.06216E-8	0.000039
661	3	9.18649E-8	0.000038
662	1	3.06216E-8	0.000038
663	1	3.06216E-8	0.000038
665	2	6.12433E-8	0.000038
667	2	6.12433E-8	0.000038
668	1	3.06216E-8	0.000038
669	1	3.06216E-8	0.000038
670	1	3.06216E-8	0.000038
672	1	3.06216E-8	0.000038
674	2	6.12433E-8	0.000038
675	3	9.18649E-8	0.000038
676	3	9.18649E-8	0.000038
677	1	3.06216E-8	0.000038
679	2	6.12433E-8	0.000038
680	2	6.12433E-8	0.000038
684	2	6.12433E-8	0.000038
685	1	3.06216E-8	0.000038
686	1	3.06216E-8	0.000038
687	1	3.06216E-8	0.000038
689	1	3.06216E-8	0.000038
690	1	3.06216E-8	0.000038
691	2	6.12433E-8	0.000037
692	2	6.12433E-8	0.000037
695	1	3.06216E-8	0.000037
696	1	3.06216E-8	0.000037
699	1	3.06216E-8	0.000037
700	1	3.06216E-8	0.000037
701	1	3.06216E-8	0.000037
702	1	3.06216E-8	0.000037
703	1	3.06216E-8	0.000037
704	1	3.06216E-8	0.000037
705	2	6.12433E-8	0.000037
706	1	3.06216E-8	0.000037
709	1	3.06216E-8	0.000037
710	1	3.06216E-8	0.000037
711	1	3.06216E-8	0.000037
714	1	3.06216E-8	0.000037
715	2	6.12433E-8	0.000037
717	2	6.12433E-8	0.000037
718	1	3.06216E-8	0.000037
719	2	6.12433E-8	0.000037
721	2	6.12433E-8	0.000037
725	2	6.12433E-8	0.000037
726	1	3.06216E-8	0.000037
727	1	3.06216E-8	0.000037
728	4	1.22487E-7	0.000037
731	1	3.06216E-8	0.000036
732	2	6.12433E-8	0.000036
734	2	6.12433E-8	0.000036
735	1	3.06216E-8	0.000036
736	1	3.06216E-8	0.000036
739	1	3.06216E-8	0.000036
740	1	3.06216E-8	0.000036
741	2	6.12433E-8	0.000036
744	1	3.06216E-8	0.000036
745	2	6.12433E-8	0.000036
747	1	3.06216E-8	0.000036
748	1	3.06216E-8	0.000036
749	1	3.06216E-8	0.000036
751	1	3.06216E-8	0.000036
752	1	3.06216E-8	0.000036
754	1	3.06216E-8	0.000036
756	1	3.06216E-8	0.000036
757	2	6.12433E-8	0.000036
758	1	3.06216E-8	0.000036
759	1	3.06216E-8	0.000036
762	1	3.06216E-8	0.000036
764	3	9.18649E-8	0.000036
767	1	3.06216E-8	0.000035
768	2	6.12433E-8	0.000035
769	1	3.06216E-8	0.000035
770	2	6.12433E-8	0.000035
771	2	6.12433E-8	0.000035
772	4	1.22487E-7	0.000035
773	1	3.06216E-8	0.000035
774	1	3.06216E-8	0.000035
775	2	6.12433E-8	0.000035
782	4	1.22487E-7	0.000035
783	2	6.12433E-8	0.000035
784	1	3.06216E-8	0.000035
786	3	9.18649E-8	0.000035
789	1	3.06216E-8	0.000035
790	2	6.12433E-8	0.000035
794	1	3.06216E-8	0.000035
797	1	3.06216E-8	0.000035
798	1	3.06216E-8	0.000035
801	1	3.06216E-8	0.000035
802	1	3.06216E-8	0.000034
804	1	3.06216E-8	0.000034
805	1	3.06216E-8	0.000034
806	1	3.06216E-8	0.000034
807	2	6.12433E-8	0.000034
811	2	6.12433E-8	0.000034
812	2	6.12433E-8	0.000034
813	2	6.12433E-8	0.000034
815	1	3.06216E-8	0.000034
817	1	3.06216E-8	0.000034
821	3	9.18649E-8	0.000034
822	1	3.06216E-8	0.000034
824	4	1.22487E-7	0.000034
825	1	3.06216E-8	0.000034
826	1	3.06216E-8	0.000034
827	1	3.06216E-8	0.000034
833	2	6.12433E-8	0.000034
836	3	9.18649E-8	0.000034
837	1	3.06216E-8	0.000034
838	1	3.06216E-8	0.000034
841	1	3.06216E-8	0.000034
844	1	3.06216E-8	0.000033
845	1	3.06216E-8	0.000033
846	2	6.12433E-8	0.000033
848	2	6.12433E-8	0.000033
850	1	3.06216E-8	0.000033
851	2	6.12433E-8	0.000033
852	1	3.06216E-8	0.000033
853	2	6.12433E-8	0.000033
854	1	3.06216E-8	0.000033
859	2	6.12433E-8	0.000033
860	1	3.06216E-8	0.000033
861	1	3.06216E-8	0.000033
862	1	3.06216E-8	0.000033
863	1	3.06216E-8	0.000033
867	1	3.06216E-8	0.000033
868	1	3.06216E-8	0.000033
869	1	3.06216E-8	0.000033
870	2	6.12433E-8	0.000033
871	1	3.06216E-8	0.000033
874	1	3.06216E-8	0.000033
875	1	3.06216E-8	0.000033
878	2	6.12433E-8	0.000033
881	1	3.06216E-8	0.000033
884	1	3.06216E-8	0.000033
885	1	3.06216E-8	0.000033
886	1	3.06216E-8	0.000032
887	1	3.06216E-8	0.000032
888	2	6.12433E-8	0.000032
889	2	6.12433E-8	0.000032
892	1	3.06216E-8	0.000032
893	2	6.12433E-8	0.000032
895	1	3.06216E-8	0.000032
896	2	6.12433E-8	0.000032
897	1	3.06216E-8	0.000032
898	2	6.12433E-8	0.000032
903	1	3.06216E-8	0.000032
904	1	3.06216E-8	0.000032
907	1	3.06216E-8	0.000032
912	1	3.06216E-8	0.000032
913	2	6.12433E-8	0.000032
915	1	3.06216E-8	0.000032
916	1	3.06216E-8	0.000032
917	1	3.06216E-8	0.000032
919	2	6.12433E-8	0.000032
920	1	3.06216E-8	0.000032
921	1	3.06216E-8	0.000032
922	1	3.06216E-8	0.000032
923	1	3.06216E-8	0.000032
925	2	6.12433E-8	0.000032
927	1	3.06216E-8	0.000032
929	1	3.06216E-8	0.000031
935	1	3.06216E-8	0.000031
939	1	3.06216E-8	0.000031
942	2	6.12433E-8	0.000031
944	3	9.18649E-8	0.000031
949	2	6.12433E-8	0.000031
950	2	6.12433E-8	0.000031
951	1	3.06216E-8	0.000031
953	2	6.12433E-8	0.000031
955	1	3.06216E-8	0.000031
959	3	9.18649E-8	0.000031
960	3	9.18649E-8	0.000031
962	1	3.06216E-8	0.000031
968	2	6.12433E-8	0.000031
970	1	3.06216E-8	0.000031
971	1	3.06216E-8	0.000031
973	2	6.12433E-8	0.000031
974	1	3.06216E-8	0.000031
976	1	3.06216E-8	0.000031
978	2	6.12433E-8	0.000031
980	2	6.12433E-8	0.00003
982	2	6.12433E-8	0.00003
983	2	6.12433E-8	0.00003
984	1	3.06216E-8	0.00003
987	1	3.06216E-8	0.00003
989	1	3.06216E-8	0.00003
990	1	3.06216E-8	0.00003
991	2	6.12433E-8	0.00003
992	1	3.06216E-8	0.00003
993	2	6.12433E-8	0.00003
994	1	3.06216E-8	0.00003
995	1	3.06216E-8	0.00003
996	2	6.12433E-8	0.00003
997	2	6.12433E-8	0.00003
998	1	3.06216E-8	0.00003
1000	1	3.06216E-8	0.00003
1002	1	3.06216E-8	0.00003
1003	1	3.06216E-8	0.00003
1009	1	3.06216E-8	0.00003
1011	1	3.06216E-8	0.00003
1012	1	3.06216E-8	0.00003
1013	1	3.06216E-8	0.00003
1014	2	6.12433E-8	0.00003
1018	1	3.06216E-8	0.00003
1021	1	3.06216E-8	0.000029
1022	1	3.06216E-8	0.000029
1023	2	6.12433E-8	0.000029
1024	2	6.12433E-8	0.000029
1025	2	6.12433E-8	0.000029
1029	1	3.06216E-8	0.000029
1030	1	3.06216E-8	0.000029
1036	1	3.06216E-8	0.000029
1037	1	3.06216E-8	0.000029
1040	1	3.06216E-8	0.000029
1042	1	3.06216E-8	0.000029
1043	1	3.06216E-8	0.000029
1049	1	3.06216E-8	0.000029
1054	1	3.06216E-8	0.000029
1056	1	3.06216E-8	0.000029
1058	1	3.06216E-8	0.000029
1059	1	3.06216E-8	0.000029
1060	2	6.12433E-8	0.000029
1062	2	6.12433E-8	0.000029
1063	1	3.06216E-8	0.000029
1065	1	3.06216E-8	0.000029
1068	1	3.06216E-8	0.000029
1069	1	3.06216E-8	0.000029
1071	1	3.06216E-8	0.000029
1073	2	6.12433E-8	0.000029
1075	1	3.06216E-8	0.000029
1076	1	3.06216E-8	0.000029
1079	1	3.06216E-8	0.000028
1080	2	6.12433E-8	0.000028
1081	1	3.06216E-8	0.000028
1083	1	3.06216E-8	0.000028
1084	1	3.06216E-8	0.000028
1086	1	3.06216E-8	0.000028
1090	2	6.12433E-8	0.000028
1091	2	6.12433E-8	0.000028
1092	1	3.06216E-8	0.000028
1094	1	3.06216E-8	0.000028
1095	1	3.06216E-8	0.000028
1096	1	3.06216E-8	0.000028
1097	1	3.06216E-8	0.000028
1099	1	3.06216E-8	0.000028
1100	1	3.06216E-8	0.000028
1101	1	3.06216E-8	0.000028
1108	1	3.06216E-8	0.000028
1109	1	3.06216E-8	0.000028
1112	1	3.06216E-8	0.000028
1114	1	3.06216E-8	0.000028
1115	1	3.06216E-8	0.000028
1117	1	3.06216E-8	0.000028
1118	2	6.12433E-8	0.000028
1119	2	6.12433E-8	0.000028
1120	1	3.06216E-8	0.000028
1122	1	3.06216E-8	0.000028
1123	1	3.06216E-8	0.000028
1124	2	6.12433E-8	0.000027
1126	1	3.06216E-8	0.000027
1127	1	3.06216E-8	0.000027
