family_size	count	fraction	fraction_gt_or_eq_family_size
81	63	1.63125E-6	0.000147
82	69	1.78661E-6	0.000146
83	57	1.4759E-6	0.000144
84	53	1.37232E-6	0.000142
85	53	1.37232E-6	0.000141
86	67	1.73482E-6	0.00014
87	40	1.03572E-6	0.000138
88	51	1.32054E-6	0.000137
89	45	1.16518E-6	0.000136
90	52	1.34643E-6	0.000134
91	38	9.8393E-7	0.000133
92	45	1.16518E-6	0.000132
93	40	1.03572E-6	0.000131
94	43	1.11339E-6	0.00013
95	41	1.06161E-6	0.000129
96	37	9.58037E-7	0.000128
97	32	8.28573E-7	0.000127
98	45	1.16518E-6	0.000126
99	33	8.54466E-7	0.000125
100	44	1.13929E-6	0.000124
101	35	9.06251E-7	0.000123
102	45	1.16518E-6	0.000122
103	33	8.54466E-7	0.000121
104	28	7.25001E-7	0.00012
105	42	1.0875E-6	0.000119
106	31	8.0268E-7	0.000118
107	26	6.73215E-7	0.000117
108	32	8.28573E-7	0.000117
109	31	8.0268E-7	0.000116
110	28	7.25001E-7	0.000115
111	30	7.76787E-7	0.000114
112	22	5.69644E-7	0.000113
113	25	6.47322E-7	0.000113
114	28	7.25001E-7	0.000112
115	34	8.80358E-7	0.000112
116	27	6.99108E-7	0.000111
117	33	8.54466E-7	0.00011
118	17	4.40179E-7	0.000109
119	21	5.43751E-7	0.000109
120	23	5.95537E-7	0.000108
121	29	7.50894E-7	0.000108
122	31	8.0268E-7	0.000107
123	18	4.66072E-7	0.000106
124	20	5.17858E-7	0.000105
125	26	6.73215E-7	0.000105
126	22	5.69644E-7	0.000104
127	17	4.40179E-7	0.000104
128	22	5.69644E-7	0.000103
129	19	4.91965E-7	0.000103
130	18	4.66072E-7	0.000102
131	20	5.17858E-7	0.000102
132	25	6.47322E-7	0.000101
133	16	4.14286E-7	0.000101
134	23	5.95537E-7	0.0001
135	10	2.58929E-7	0.0001
136	14	3.62501E-7	0.000099
137	17	4.40179E-7	0.000099
138	15	3.88393E-7	0.000099
139	13	3.36608E-7	0.000098
140	16	4.14286E-7	0.000098
141	20	5.17858E-7	0.000097
142	15	3.88393E-7	0.000097
143	15	3.88393E-7	0.000096
144	15	3.88393E-7	0.000096
145	18	4.66072E-7	0.000096
146	8	2.07143E-7	0.000095
147	13	3.36608E-7	0.000095
148	14	3.62501E-7	0.000095
149	24	6.21429E-7	0.000094
150	24	6.21429E-7	0.000094
151	9	2.33036E-7	0.000093
152	15	3.88393E-7	0.000093
153	11	2.84822E-7	0.000092
154	11	2.84822E-7	0.000092
155	12	3.10715E-7	0.000092
156	9	2.33036E-7	0.000092
157	14	3.62501E-7	0.000091
158	10	2.58929E-7	0.000091
159	15	3.88393E-7	0.000091
160	16	4.14286E-7	0.00009
161	13	3.36608E-7	0.00009
162	10	2.58929E-7	0.00009
163	3	7.76787E-8	0.000089
164	14	3.62501E-7	0.000089
165	8	2.07143E-7	0.000089
166	10	2.58929E-7	0.000089
167	11	2.84822E-7	0.000088
168	9	2.33036E-7	0.000088
169	11	2.84822E-7	0.000088
170	5	1.29464E-7	0.000088
171	14	3.62501E-7	0.000087
172	8	2.07143E-7	0.000087
173	12	3.10715E-7	0.000087
174	19	4.91965E-7	0.000087
175	4	1.03572E-7	0.000086
176	9	2.33036E-7	0.000086
177	7	1.8125E-7	0.000086
178	6	1.55357E-7	0.000086
179	15	3.88393E-7	0.000085
180	8	2.07143E-7	0.000085
181	11	2.84822E-7	0.000085
182	11	2.84822E-7	0.000085
183	7	1.8125E-7	0.000084
184	15	3.88393E-7	0.000084
185	7	1.8125E-7	0.000084
186	14	3.62501E-7	0.000084
187	7	1.8125E-7	0.000083
188	12	3.10715E-7	0.000083
189	5	1.29464E-7	0.000083
190	9	2.33036E-7	0.000083
191	11	2.84822E-7	0.000082
192	11	2.84822E-7	0.000082
193	5	1.29464E-7	0.000082
194	8	2.07143E-7	0.000082
195	7	1.8125E-7	0.000081
196	10	2.58929E-7	0.000081
197	7	1.8125E-7	0.000081
198	11	2.84822E-7	0.000081
199	13	3.36608E-7	0.000081
200	4	1.03572E-7	0.00008
201	9	2.33036E-7	0.00008
202	1	2.58929E-8	0.00008
203	8	2.07143E-7	0.00008
204	8	2.07143E-7	0.00008
205	2	5.17858E-8	0.000079
206	10	2.58929E-7	0.000079
207	7	1.8125E-7	0.000079
208	15	3.88393E-7	0.000079
209	9	2.33036E-7	0.000079
210	14	3.62501E-7	0.000078
211	6	1.55357E-7	0.000078
212	10	2.58929E-7	0.000078
213	6	1.55357E-7	0.000077
214	5	1.29464E-7	0.000077
215	7	1.8125E-7	0.000077
216	10	2.58929E-7	0.000077
217	5	1.29464E-7	0.000077
218	9	2.33036E-7	0.000077
219	5	1.29464E-7	0.000076
220	7	1.8125E-7	0.000076
221	2	5.17858E-8	0.000076
222	7	1.8125E-7	0.000076
223	9	2.33036E-7	0.000076
224	14	3.62501E-7	0.000076
225	5	1.29464E-7	0.000075
226	5	1.29464E-7	0.000075
227	2	5.17858E-8	0.000075
228	6	1.55357E-7	0.000075
229	9	2.33036E-7	0.000075
230	6	1.55357E-7	0.000075
231	8	2.07143E-7	0.000074
232	7	1.8125E-7	0.000074
233	6	1.55357E-7	0.000074
234	6	1.55357E-7	0.000074
235	6	1.55357E-7	0.000074
236	5	1.29464E-7	0.000074
237	9	2.33036E-7	0.000073
238	5	1.29464E-7	0.000073
239	6	1.55357E-7	0.000073
240	5	1.29464E-7	0.000073
241	9	2.33036E-7	0.000073
242	7	1.8125E-7	0.000073
243	9	2.33036E-7	0.000072
244	5	1.29464E-7	0.000072
245	7	1.8125E-7	0.000072
246	5	1.29464E-7	0.000072
247	5	1.29464E-7	0.000072
248	8	2.07143E-7	0.000072
249	2	5.17858E-8	0.000071
250	6	1.55357E-7	0.000071
251	7	1.8125E-7	0.000071
252	11	2.84822E-7	0.000071
253	4	1.03572E-7	0.000071
255	4	1.03572E-7	0.000071
256	6	1.55357E-7	0.00007
257	3	7.76787E-8	0.00007
258	8	2.07143E-7	0.00007
259	8	2.07143E-7	0.00007
260	3	7.76787E-8	0.00007
261	4	1.03572E-7	0.00007
262	4	1.03572E-7	0.00007
263	5	1.29464E-7	0.00007
264	2	5.17858E-8	0.000069
265	5	1.29464E-7	0.000069
266	7	1.8125E-7	0.000069
267	3	7.76787E-8	0.000069
268	5	1.29464E-7	0.000069
269	8	2.07143E-7	0.000069
270	3	7.76787E-8	0.000069
271	5	1.29464E-7	0.000069
272	7	1.8125E-7	0.000068
273	5	1.29464E-7	0.000068
274	5	1.29464E-7	0.000068
275	3	7.76787E-8	0.000068
276	4	1.03572E-7	0.000068
277	7	1.8125E-7	0.000068
278	3	7.76787E-8	0.000068
279	4	1.03572E-7	0.000068
280	3	7.76787E-8	0.000067
281	4	1.03572E-7	0.000067
282	3	7.76787E-8	0.000067
283	4	1.03572E-7	0.000067
284	3	7.76787E-8	0.000067
285	6	1.55357E-7	0.000067
286	4	1.03572E-7	0.000067
287	7	1.8125E-7	0.000067
288	1	2.58929E-8	0.000067
289	5	1.29464E-7	0.000067
290	1	2.58929E-8	0.000066
291	5	1.29464E-7	0.000066
292	7	1.8125E-7	0.000066
293	5	1.29464E-7	0.000066
294	2	5.17858E-8	0.000066
295	2	5.17858E-8	0.000066
296	5	1.29464E-7	0.000066
297	3	7.76787E-8	0.000066
298	3	7.76787E-8	0.000066
299	4	1.03572E-7	0.000066
300	5	1.29464E-7	0.000065
301	8	2.07143E-7	0.000065
302	4	1.03572E-7	0.000065
303	4	1.03572E-7	0.000065
304	3	7.76787E-8	0.000065
305	5	1.29464E-7	0.000065
306	4	1.03572E-7	0.000065
307	3	7.76787E-8	0.000065
308	3	7.76787E-8	0.000065
309	2	5.17858E-8	0.000064
310	3	7.76787E-8	0.000064
311	7	1.8125E-7	0.000064
312	7	1.8125E-7	0.000064
313	5	1.29464E-7	0.000064
314	5	1.29464E-7	0.000064
315	3	7.76787E-8	0.000064
316	7	1.8125E-7	0.000064
317	2	5.17858E-8	0.000063
318	6	1.55357E-7	0.000063
319	7	1.8125E-7	0.000063
320	3	7.76787E-8	0.000063
321	4	1.03572E-7	0.000063
322	3	7.76787E-8	0.000063
323	2	5.17858E-8	0.000063
324	5	1.29464E-7	0.000063
325	4	1.03572E-7	0.000063
326	3	7.76787E-8	0.000063
327	5	1.29464E-7	0.000062
328	2	5.17858E-8	0.000062
329	7	1.8125E-7	0.000062
330	2	5.17858E-8	0.000062
331	2	5.17858E-8	0.000062
332	5	1.29464E-7	0.000062
333	2	5.17858E-8	0.000062
334	6	1.55357E-7	0.000062
335	2	5.17858E-8	0.000062
336	4	1.03572E-7	0.000062
337	2	5.17858E-8	0.000061
338	5	1.29464E-7	0.000061
339	4	1.03572E-7	0.000061
340	7	1.8125E-7	0.000061
341	5	1.29464E-7	0.000061
342	1	2.58929E-8	0.000061
343	2	5.17858E-8	0.000061
344	1	2.58929E-8	0.000061
345	3	7.76787E-8	0.000061
346	4	1.03572E-7	0.000061
347	6	1.55357E-7	0.000061
348	1	2.58929E-8	0.00006
349	2	5.17858E-8	0.00006
350	3	7.76787E-8	0.00006
351	2	5.17858E-8	0.00006
352	4	1.03572E-7	0.00006
353	3	7.76787E-8	0.00006
354	5	1.29464E-7	0.00006
355	1	2.58929E-8	0.00006
356	2	5.17858E-8	0.00006
357	5	1.29464E-7	0.00006
358	3	7.76787E-8	0.00006
359	5	1.29464E-7	0.00006
360	3	7.76787E-8	0.00006
361	4	1.03572E-7	0.000059
362	3	7.76787E-8	0.000059
363	3	7.76787E-8	0.000059
364	4	1.03572E-7	0.000059
365	6	1.55357E-7	0.000059
366	4	1.03572E-7	0.000059
367	2	5.17858E-8	0.000059
368	4	1.03572E-7	0.000059
369	2	5.17858E-8	0.000059
370	4	1.03572E-7	0.000059
371	5	1.29464E-7	0.000058
372	2	5.17858E-8	0.000058
374	1	2.58929E-8	0.000058
375	2	5.17858E-8	0.000058
376	6	1.55357E-7	0.000058
377	5	1.29464E-7	0.000058
378	3	7.76787E-8	0.000058
379	2	5.17858E-8	0.000058
380	3	7.76787E-8	0.000058
381	2	5.17858E-8	0.000058
384	3	7.76787E-8	0.000058
385	3	7.76787E-8	0.000058
386	6	1.55357E-7	0.000058
387	4	1.03572E-7	0.000057
388	2	5.17858E-8	0.000057
389	5	1.29464E-7	0.000057
390	2	5.17858E-8	0.000057
391	2	5.17858E-8	0.000057
392	4	1.03572E-7	0.000057
393	4	1.03572E-7	0.000057
394	1	2.58929E-8	0.000057
395	4	1.03572E-7	0.000057
396	3	7.76787E-8	0.000057
397	2	5.17858E-8	0.000057
398	5	1.29464E-7	0.000057
399	4	1.03572E-7	0.000056
400	2	5.17858E-8	0.000056
401	3	7.76787E-8	0.000056
402	3	7.76787E-8	0.000056
404	2	5.17858E-8	0.000056
405	3	7.76787E-8	0.000056
406	7	1.8125E-7	0.000056
407	3	7.76787E-8	0.000056
409	2	5.17858E-8	0.000056
410	3	7.76787E-8	0.000056
411	3	7.76787E-8	0.000056
412	1	2.58929E-8	0.000055
413	3	7.76787E-8	0.000055
414	2	5.17858E-8	0.000055
415	2	5.17858E-8	0.000055
416	3	7.76787E-8	0.000055
417	2	5.17858E-8	0.000055
418	5	1.29464E-7	0.000055
419	3	7.76787E-8	0.000055
420	4	1.03572E-7	0.000055
422	1	2.58929E-8	0.000055
423	4	1.03572E-7	0.000055
425	6	1.55357E-7	0.000055
426	2	5.17858E-8	0.000055
427	2	5.17858E-8	0.000055
428	2	5.17858E-8	0.000054
429	2	5.17858E-8	0.000054
430	1	2.58929E-8	0.000054
431	1	2.58929E-8	0.000054
432	3	7.76787E-8	0.000054
433	2	5.17858E-8	0.000054
434	5	1.29464E-7	0.000054
435	2	5.17858E-8	0.000054
436	1	2.58929E-8	0.000054
437	1	2.58929E-8	0.000054
438	2	5.17858E-8	0.000054
439	2	5.17858E-8	0.000054
440	2	5.17858E-8	0.000054
441	1	2.58929E-8	0.000054
442	3	7.76787E-8	0.000054
443	4	1.03572E-7	0.000054
444	3	7.76787E-8	0.000054
445	2	5.17858E-8	0.000053
446	2	5.17858E-8	0.000053
447	2	5.17858E-8	0.000053
448	2	5.17858E-8	0.000053
449	1	2.58929E-8	0.000053
450	2	5.17858E-8	0.000053
452	6	1.55357E-7	0.000053
453	1	2.58929E-8	0.000053
454	4	1.03572E-7	0.000053
455	4	1.03572E-7	0.000053
456	1	2.58929E-8	0.000053
457	3	7.76787E-8	0.000053
458	1	2.58929E-8	0.000053
459	4	1.03572E-7	0.000053
460	3	7.76787E-8	0.000053
461	3	7.76787E-8	0.000053
462	1	2.58929E-8	0.000052
463	1	2.58929E-8	0.000052
466	3	7.76787E-8	0.000052
467	2	5.17858E-8	0.000052
468	2	5.17858E-8	0.000052
469	5	1.29464E-7	0.000052
470	2	5.17858E-8	0.000052
471	2	5.17858E-8	0.000052
472	1	2.58929E-8	0.000052
474	4	1.03572E-7	0.000052
475	2	5.17858E-8	0.000052
476	5	1.29464E-7	0.000052
477	2	5.17858E-8	0.000052
478	1	2.58929E-8	0.000052
479	1	2.58929E-8	0.000052
481	1	2.58929E-8	0.000052
482	2	5.17858E-8	0.000052
483	5	1.29464E-7	0.000051
485	3	7.76787E-8	0.000051
486	1	2.58929E-8	0.000051
487	3	7.76787E-8	0.000051
488	1	2.58929E-8	0.000051
489	3	7.76787E-8	0.000051
490	5	1.29464E-7	0.000051
491	1	2.58929E-8	0.000051
492	3	7.76787E-8	0.000051
493	1	2.58929E-8	0.000051
495	4	1.03572E-7	0.000051
496	3	7.76787E-8	0.000051
497	3	7.76787E-8	0.000051
498	1	2.58929E-8	0.000051
499	1	2.58929E-8	0.000051
500	1	2.58929E-8	0.00005
501	2	5.17858E-8	0.00005
502	2	5.17858E-8	0.00005
503	4	1.03572E-7	0.00005
504	5	1.29464E-7	0.00005
505	1	2.58929E-8	0.00005
506	3	7.76787E-8	0.00005
508	1	2.58929E-8	0.00005
509	2	5.17858E-8	0.00005
510	2	5.17858E-8	0.00005
511	1	2.58929E-8	0.00005
512	3	7.76787E-8	0.00005
513	2	5.17858E-8	0.00005
514	5	1.29464E-7	0.00005
515	1	2.58929E-8	0.00005
516	2	5.17858E-8	0.00005
517	2	5.17858E-8	0.00005
518	1	2.58929E-8	0.000049
519	4	1.03572E-7	0.000049
520	4	1.03572E-7	0.000049
521	1	2.58929E-8	0.000049
522	5	1.29464E-7	0.000049
524	3	7.76787E-8	0.000049
525	2	5.17858E-8	0.000049
526	2	5.17858E-8	0.000049
527	2	5.17858E-8	0.000049
528	3	7.76787E-8	0.000049
530	4	1.03572E-7	0.000049
531	5	1.29464E-7	0.000049
533	1	2.58929E-8	0.000049
534	2	5.17858E-8	0.000049
535	1	2.58929E-8	0.000048
536	1	2.58929E-8	0.000048
537	2	5.17858E-8	0.000048
539	1	2.58929E-8	0.000048
541	2	5.17858E-8	0.000048
543	2	5.17858E-8	0.000048
545	3	7.76787E-8	0.000048
546	1	2.58929E-8	0.000048
547	2	5.17858E-8	0.000048
548	4	1.03572E-7	0.000048
551	2	5.17858E-8	0.000048
552	3	7.76787E-8	0.000048
553	1	2.58929E-8	0.000048
554	1	2.58929E-8	0.000048
555	5	1.29464E-7	0.000048
556	1	2.58929E-8	0.000048
557	3	7.76787E-8	0.000048
559	1	2.58929E-8	0.000048
560	1	2.58929E-8	0.000048
561	3	7.76787E-8	0.000048
562	3	7.76787E-8	0.000047
563	1	2.58929E-8	0.000047
564	1	2.58929E-8	0.000047
566	1	2.58929E-8	0.000047
568	2	5.17858E-8	0.000047
569	3	7.76787E-8	0.000047
570	1	2.58929E-8	0.000047
572	2	5.17858E-8	0.000047
573	2	5.17858E-8	0.000047
574	1	2.58929E-8	0.000047
575	2	5.17858E-8	0.000047
576	3	7.76787E-8	0.000047
577	3	7.76787E-8	0.000047
580	2	5.17858E-8	0.000047
581	2	5.17858E-8	0.000047
582	2	5.17858E-8	0.000047
583	4	1.03572E-7	0.000047
586	1	2.58929E-8	0.000047
588	3	7.76787E-8	0.000047
589	1	2.58929E-8	0.000046
590	3	7.76787E-8	0.000046
591	2	5.17858E-8	0.000046
592	3	7.76787E-8	0.000046
593	3	7.76787E-8	0.000046
594	2	5.17858E-8	0.000046
595	1	2.58929E-8	0.000046
597	4	1.03572E-7	0.000046
598	3	7.76787E-8	0.000046
599	4	1.03572E-7	0.000046
600	1	2.58929E-8	0.000046
602	1	2.58929E-8	0.000046
603	2	5.17858E-8	0.000046
604	4	1.03572E-7	0.000046
605	4	1.03572E-7	0.000046
606	1	2.58929E-8	0.000045
607	1	2.58929E-8	0.000045
608	2	5.17858E-8	0.000045
610	1	2.58929E-8	0.000045
611	2	5.17858E-8	0.000045
612	2	5.17858E-8	0.000045
613	1	2.58929E-8	0.000045
614	2	5.17858E-8	0.000045
615	1	2.58929E-8	0.000045
616	2	5.17858E-8	0.000045
617	1	2.58929E-8	0.000045
618	1	2.58929E-8	0.000045
621	1	2.58929E-8	0.000045
622	3	7.76787E-8	0.000045
624	2	5.17858E-8	0.000045
625	2	5.17858E-8	0.000045
627	1	2.58929E-8	0.000045
628	2	5.17858E-8	0.000045
630	1	2.58929E-8	0.000045
631	1	2.58929E-8	0.000045
634	2	5.17858E-8	0.000045
635	1	2.58929E-8	0.000045
636	1	2.58929E-8	0.000045
638	2	5.17858E-8	0.000045
639	2	5.17858E-8	0.000045
640	1	2.58929E-8	0.000044
641	1	2.58929E-8	0.000044
642	2	5.17858E-8	0.000044
643	2	5.17858E-8	0.000044
644	1	2.58929E-8	0.000044
645	4	1.03572E-7	0.000044
646	1	2.58929E-8	0.000044
647	1	2.58929E-8	0.000044
648	1	2.58929E-8	0.000044
649	2	5.17858E-8	0.000044
650	2	5.17858E-8	0.000044
652	2	5.17858E-8	0.000044
653	2	5.17858E-8	0.000044
654	2	5.17858E-8	0.000044
655	3	7.76787E-8	0.000044
656	3	7.76787E-8	0.000044
657	1	2.58929E-8	0.000044
659	1	2.58929E-8	0.000044
660	3	7.76787E-8	0.000044
661	1	2.58929E-8	0.000044
665	1	2.58929E-8	0.000044
667	1	2.58929E-8	0.000044
668	2	5.17858E-8	0.000043
670	2	5.17858E-8	0.000043
671	5	1.29464E-7	0.000043
672	1	2.58929E-8	0.000043
673	1	2.58929E-8	0.000043
674	1	2.58929E-8	0.000043
676	1	2.58929E-8	0.000043
678	2	5.17858E-8	0.000043
679	1	2.58929E-8	0.000043
680	2	5.17858E-8	0.000043
681	3	7.76787E-8	0.000043
683	1	2.58929E-8	0.000043
685	3	7.76787E-8	0.000043
687	1	2.58929E-8	0.000043
688	1	2.58929E-8	0.000043
689	1	2.58929E-8	0.000043
690	2	5.17858E-8	0.000043
692	1	2.58929E-8	0.000043
693	1	2.58929E-8	0.000043
694	1	2.58929E-8	0.000043
696	3	7.76787E-8	0.000043
697	2	5.17858E-8	0.000043
698	1	2.58929E-8	0.000042
699	2	5.17858E-8	0.000042
700	1	2.58929E-8	0.000042
701	3	7.76787E-8	0.000042
702	2	5.17858E-8	0.000042
703	2	5.17858E-8	0.000042
705	1	2.58929E-8	0.000042
707	1	2.58929E-8	0.000042
708	1	2.58929E-8	0.000042
709	3	7.76787E-8	0.000042
710	2	5.17858E-8	0.000042
711	2	5.17858E-8	0.000042
712	2	5.17858E-8	0.000042
713	1	2.58929E-8	0.000042
714	1	2.58929E-8	0.000042
715	1	2.58929E-8	0.000042
716	1	2.58929E-8	0.000042
717	1	2.58929E-8	0.000042
718	2	5.17858E-8	0.000042
719	1	2.58929E-8	0.000042
720	3	7.76787E-8	0.000042
721	3	7.76787E-8	0.000042
722	1	2.58929E-8	0.000042
724	2	5.17858E-8	0.000042
725	1	2.58929E-8	0.000041
726	2	5.17858E-8	0.000041
727	1	2.58929E-8	0.000041
731	3	7.76787E-8	0.000041
732	3	7.76787E-8	0.000041
734	1	2.58929E-8	0.000041
735	2	5.17858E-8	0.000041
736	3	7.76787E-8	0.000041
737	3	7.76787E-8	0.000041
739	1	2.58929E-8	0.000041
740	2	5.17858E-8	0.000041
741	1	2.58929E-8	0.000041
743	1	2.58929E-8	0.000041
748	5	1.29464E-7	0.000041
749	1	2.58929E-8	0.000041
750	1	2.58929E-8	0.000041
754	2	5.17858E-8	0.000041
755	1	2.58929E-8	0.000041
758	2	5.17858E-8	0.000041
759	1	2.58929E-8	0.000041
760	1	2.58929E-8	0.00004
761	1	2.58929E-8	0.00004
764	1	2.58929E-8	0.00004
765	2	5.17858E-8	0.00004
766	3	7.76787E-8	0.00004
768	1	2.58929E-8	0.00004
769	1	2.58929E-8	0.00004
771	1	2.58929E-8	0.00004
772	2	5.17858E-8	0.00004
773	2	5.17858E-8	0.00004
775	1	2.58929E-8	0.00004
776	3	7.76787E-8	0.00004
777	2	5.17858E-8	0.00004
779	1	2.58929E-8	0.00004
780	2	5.17858E-8	0.00004
781	2	5.17858E-8	0.00004
782	5	1.29464E-7	0.00004
784	4	1.03572E-7	0.00004
785	1	2.58929E-8	0.00004
791	1	2.58929E-8	0.00004
792	1	2.58929E-8	0.00004
793	2	5.17858E-8	0.00004
794	1	2.58929E-8	0.000039
795	4	1.03572E-7	0.000039
796	2	5.17858E-8	0.000039
797	1	2.58929E-8	0.000039
798	2	5.17858E-8	0.000039
800	1	2.58929E-8	0.000039
801	1	2.58929E-8	0.000039
802	1	2.58929E-8	0.000039
803	3	7.76787E-8	0.000039
804	2	5.17858E-8	0.000039
805	1	2.58929E-8	0.000039
806	3	7.76787E-8	0.000039
807	1	2.58929E-8	0.000039
810	3	7.76787E-8	0.000039
811	2	5.17858E-8	0.000039
812	1	2.58929E-8	0.000039
813	1	2.58929E-8	0.000039
814	3	7.76787E-8	0.000039
815	1	2.58929E-8	0.000039
816	1	2.58929E-8	0.000039
818	1	2.58929E-8	0.000039
821	2	5.17858E-8	0.000039
822	3	7.76787E-8	0.000038
823	1	2.58929E-8	0.000038
824	1	2.58929E-8	0.000038
825	1	2.58929E-8	0.000038
826	1	2.58929E-8	0.000038
830	1	2.58929E-8	0.000038
831	2	5.17858E-8	0.000038
832	1	2.58929E-8	0.000038
833	3	7.76787E-8	0.000038
835	1	2.58929E-8	0.000038
837	1	2.58929E-8	0.000038
838	1	2.58929E-8	0.000038
839	1	2.58929E-8	0.000038
840	2	5.17858E-8	0.000038
842	2	5.17858E-8	0.000038
843	1	2.58929E-8	0.000038
845	2	5.17858E-8	0.000038
847	4	1.03572E-7	0.000038
848	1	2.58929E-8	0.000038
850	1	2.58929E-8	0.000038
851	2	5.17858E-8	0.000038
852	3	7.76787E-8	0.000038
853	1	2.58929E-8	0.000038
854	1	2.58929E-8	0.000038
855	1	2.58929E-8	0.000037
856	1	2.58929E-8	0.000037
857	2	5.17858E-8	0.000037
858	2	5.17858E-8	0.000037
859	1	2.58929E-8	0.000037
861	1	2.58929E-8	0.000037
863	1	2.58929E-8	0.000037
864	1	2.58929E-8	0.000037
865	1	2.58929E-8	0.000037
866	1	2.58929E-8	0.000037
867	1	2.58929E-8	0.000037
869	1	2.58929E-8	0.000037
870	3	7.76787E-8	0.000037
871	2	5.17858E-8	0.000037
872	1	2.58929E-8	0.000037
873	1	2.58929E-8	0.000037
874	1	2.58929E-8	0.000037
876	1	2.58929E-8	0.000037
879	2	5.17858E-8	0.000037
880	1	2.58929E-8	0.000037
882	2	5.17858E-8	0.000037
885	1	2.58929E-8	0.000037
886	2	5.17858E-8	0.000037
889	1	2.58929E-8	0.000037
890	1	2.58929E-8	0.000037
891	1	2.58929E-8	0.000037
893	2	5.17858E-8	0.000037
895	3	7.76787E-8	0.000037
897	1	2.58929E-8	0.000036
898	1	2.58929E-8	0.000036
899	2	5.17858E-8	0.000036
901	1	2.58929E-8	0.000036
906	2	5.17858E-8	0.000036
909	2	5.17858E-8	0.000036
910	2	5.17858E-8	0.000036
911	1	2.58929E-8	0.000036
912	2	5.17858E-8	0.000036
913	3	7.76787E-8	0.000036
915	1	2.58929E-8	0.000036
918	2	5.17858E-8	0.000036
919	1	2.58929E-8	0.000036
921	2	5.17858E-8	0.000036
922	1	2.58929E-8	0.000036
924	1	2.58929E-8	0.000036
926	2	5.17858E-8	0.000036
928	1	2.58929E-8	0.000036
929	3	7.76787E-8	0.000036
930	2	5.17858E-8	0.000036
931	1	2.58929E-8	0.000036
936	2	5.17858E-8	0.000036
937	1	2.58929E-8	0.000036
939	1	2.58929E-8	0.000036
940	3	7.76787E-8	0.000035
943	2	5.17858E-8	0.000035
946	1	2.58929E-8	0.000035
947	1	2.58929E-8	0.000035
948	1	2.58929E-8	0.000035
949	2	5.17858E-8	0.000035
950	2	5.17858E-8	0.000035
952	1	2.58929E-8	0.000035
953	2	5.17858E-8	0.000035
954	1	2.58929E-8	0.000035
955	3	7.76787E-8	0.000035
956	1	2.58929E-8	0.000035
957	1	2.58929E-8	0.000035
960	3	7.76787E-8	0.000035
963	1	2.58929E-8	0.000035
964	1	2.58929E-8	0.000035
965	2	5.17858E-8	0.000035
966	1	2.58929E-8	0.000035
968	2	5.17858E-8	0.000035
970	1	2.58929E-8	0.000035
971	2	5.17858E-8	0.000035
973	3	7.76787E-8	0.000035
974	2	5.17858E-8	0.000035
977	2	5.17858E-8	0.000034
