family_size	count	fraction	fraction_gt_or_eq_family_size
264	5	1.29068E-7	0.000067
265	3	7.7441E-8	0.000067
266	6	1.54882E-7	0.000067
267	6	1.54882E-7	0.000067
268	3	7.7441E-8	0.000067
269	1	2.58137E-8	0.000067
270	2	5.16273E-8	0.000067
271	4	1.03255E-7	0.000067
272	2	5.16273E-8	0.000066
273	3	7.7441E-8	0.000066
274	4	1.03255E-7	0.000066
275	3	7.7441E-8	0.000066
276	5	1.29068E-7	0.000066
277	4	1.03255E-7	0.000066
278	7	1.80696E-7	0.000066
279	5	1.29068E-7	0.000066
280	5	1.29068E-7	0.000066
281	2	5.16273E-8	0.000066
282	5	1.29068E-7	0.000065
283	2	5.16273E-8	0.000065
284	5	1.29068E-7	0.000065
285	5	1.29068E-7	0.000065
286	4	1.03255E-7	0.000065
287	5	1.29068E-7	0.000065
288	2	5.16273E-8	0.000065
289	4	1.03255E-7	0.000065
290	3	7.7441E-8	0.000065
291	2	5.16273E-8	0.000065
292	1	2.58137E-8	0.000065
293	6	1.54882E-7	0.000064
294	3	7.7441E-8	0.000064
295	7	1.80696E-7	0.000064
296	4	1.03255E-7	0.000064
297	5	1.29068E-7	0.000064
298	3	7.7441E-8	0.000064
299	4	1.03255E-7	0.000064
300	4	1.03255E-7	0.000064
301	3	7.7441E-8	0.000064
302	3	7.7441E-8	0.000063
303	2	5.16273E-8	0.000063
304	3	7.7441E-8	0.000063
305	4	1.03255E-7	0.000063
306	5	1.29068E-7	0.000063
307	3	7.7441E-8	0.000063
308	2	5.16273E-8	0.000063
309	2	5.16273E-8	0.000063
310	6	1.54882E-7	0.000063
312	1	2.58137E-8	0.000063
313	1	2.58137E-8	0.000063
314	4	1.03255E-7	0.000063
315	3	7.7441E-8	0.000063
316	5	1.29068E-7	0.000062
317	7	1.80696E-7	0.000062
318	3	7.7441E-8	0.000062
319	5	1.29068E-7	0.000062
320	4	1.03255E-7	0.000062
321	1	2.58137E-8	0.000062
322	2	5.16273E-8	0.000062
323	3	7.7441E-8	0.000062
324	1	2.58137E-8	0.000062
325	3	7.7441E-8	0.000062
326	5	1.29068E-7	0.000062
327	2	5.16273E-8	0.000061
328	3	7.7441E-8	0.000061
329	5	1.29068E-7	0.000061
330	5	1.29068E-7	0.000061
331	2	5.16273E-8	0.000061
332	4	1.03255E-7	0.000061
334	4	1.03255E-7	0.000061
335	2	5.16273E-8	0.000061
336	3	7.7441E-8	0.000061
337	2	5.16273E-8	0.000061
338	4	1.03255E-7	0.000061
339	3	7.7441E-8	0.000061
340	3	7.7441E-8	0.00006
342	4	1.03255E-7	0.00006
343	1	2.58137E-8	0.00006
344	4	1.03255E-7	0.00006
345	4	1.03255E-7	0.00006
346	3	7.7441E-8	0.00006
347	4	1.03255E-7	0.00006
348	5	1.29068E-7	0.00006
349	3	7.7441E-8	0.00006
350	2	5.16273E-8	0.00006
351	2	5.16273E-8	0.00006
352	9	2.32323E-7	0.00006
353	6	1.54882E-7	0.000059
354	3	7.7441E-8	0.000059
355	4	1.03255E-7	0.000059
356	2	5.16273E-8	0.000059
357	3	7.7441E-8	0.000059
358	2	5.16273E-8	0.000059
359	4	1.03255E-7	0.000059
360	2	5.16273E-8	0.000059
361	3	7.7441E-8	0.000059
362	4	1.03255E-7	0.000059
363	3	7.7441E-8	0.000058
364	2	5.16273E-8	0.000058
365	4	1.03255E-7	0.000058
366	3	7.7441E-8	0.000058
368	2	5.16273E-8	0.000058
369	1	2.58137E-8	0.000058
370	1	2.58137E-8	0.000058
371	1	2.58137E-8	0.000058
372	4	1.03255E-7	0.000058
373	4	1.03255E-7	0.000058
374	1	2.58137E-8	0.000058
375	4	1.03255E-7	0.000058
376	4	1.03255E-7	0.000058
377	3	7.7441E-8	0.000058
378	3	7.7441E-8	0.000058
379	5	1.29068E-7	0.000057
380	2	5.16273E-8	0.000057
381	5	1.29068E-7	0.000057
382	2	5.16273E-8	0.000057
384	3	7.7441E-8	0.000057
385	6	1.54882E-7	0.000057
387	6	1.54882E-7	0.000057
388	2	5.16273E-8	0.000057
389	1	2.58137E-8	0.000057
390	1	2.58137E-8	0.000057
391	2	5.16273E-8	0.000057
392	2	5.16273E-8	0.000057
393	2	5.16273E-8	0.000056
394	2	5.16273E-8	0.000056
395	1	2.58137E-8	0.000056
397	4	1.03255E-7	0.000056
398	3	7.7441E-8	0.000056
399	3	7.7441E-8	0.000056
400	1	2.58137E-8	0.000056
401	5	1.29068E-7	0.000056
402	2	5.16273E-8	0.000056
403	1	2.58137E-8	0.000056
404	2	5.16273E-8	0.000056
405	1	2.58137E-8	0.000056
406	2	5.16273E-8	0.000056
408	3	7.7441E-8	0.000056
409	1	2.58137E-8	0.000056
410	1	2.58137E-8	0.000056
411	1	2.58137E-8	0.000056
413	2	5.16273E-8	0.000056
414	1	2.58137E-8	0.000056
415	5	1.29068E-7	0.000055
416	1	2.58137E-8	0.000055
417	2	5.16273E-8	0.000055
418	3	7.7441E-8	0.000055
420	3	7.7441E-8	0.000055
421	3	7.7441E-8	0.000055
422	2	5.16273E-8	0.000055
423	5	1.29068E-7	0.000055
424	1	2.58137E-8	0.000055
425	3	7.7441E-8	0.000055
426	1	2.58137E-8	0.000055
427	3	7.7441E-8	0.000055
428	1	2.58137E-8	0.000055
429	5	1.29068E-7	0.000055
430	1	2.58137E-8	0.000055
431	3	7.7441E-8	0.000054
432	1	2.58137E-8	0.000054
433	4	1.03255E-7	0.000054
434	3	7.7441E-8	0.000054
435	1	2.58137E-8	0.000054
436	1	2.58137E-8	0.000054
437	1	2.58137E-8	0.000054
438	3	7.7441E-8	0.000054
439	1	2.58137E-8	0.000054
440	3	7.7441E-8	0.000054
441	7	1.80696E-7	0.000054
442	2	5.16273E-8	0.000054
443	3	7.7441E-8	0.000054
444	1	2.58137E-8	0.000054
445	1	2.58137E-8	0.000054
446	2	5.16273E-8	0.000054
447	3	7.7441E-8	0.000054
449	2	5.16273E-8	0.000053
450	5	1.29068E-7	0.000053
451	1	2.58137E-8	0.000053
452	3	7.7441E-8	0.000053
453	3	7.7441E-8	0.000053
454	2	5.16273E-8	0.000053
456	1	2.58137E-8	0.000053
457	3	7.7441E-8	0.000053
458	1	2.58137E-8	0.000053
460	1	2.58137E-8	0.000053
462	3	7.7441E-8	0.000053
463	1	2.58137E-8	0.000053
465	1	2.58137E-8	0.000053
466	2	5.16273E-8	0.000053
467	3	7.7441E-8	0.000053
468	2	5.16273E-8	0.000053
469	1	2.58137E-8	0.000053
470	2	5.16273E-8	0.000053
471	2	5.16273E-8	0.000053
472	1	2.58137E-8	0.000052
473	2	5.16273E-8	0.000052
474	3	7.7441E-8	0.000052
475	4	1.03255E-7	0.000052
476	3	7.7441E-8	0.000052
477	3	7.7441E-8	0.000052
479	1	2.58137E-8	0.000052
480	4	1.03255E-7	0.000052
481	2	5.16273E-8	0.000052
482	4	1.03255E-7	0.000052
483	2	5.16273E-8	0.000052
484	2	5.16273E-8	0.000052
486	2	5.16273E-8	0.000052
487	1	2.58137E-8	0.000052
489	4	1.03255E-7	0.000052
490	3	7.7441E-8	0.000051
491	2	5.16273E-8	0.000051
492	1	2.58137E-8	0.000051
494	2	5.16273E-8	0.000051
495	2	5.16273E-8	0.000051
496	3	7.7441E-8	0.000051
497	1	2.58137E-8	0.000051
498	1	2.58137E-8	0.000051
500	4	1.03255E-7	0.000051
501	2	5.16273E-8	0.000051
502	2	5.16273E-8	0.000051
503	2	5.16273E-8	0.000051
504	1	2.58137E-8	0.000051
505	2	5.16273E-8	0.000051
506	1	2.58137E-8	0.000051
507	3	7.7441E-8	0.000051
508	1	2.58137E-8	0.000051
509	3	7.7441E-8	0.000051
510	1	2.58137E-8	0.000051
511	2	5.16273E-8	0.000051
512	1	2.58137E-8	0.00005
513	1	2.58137E-8	0.00005
514	2	5.16273E-8	0.00005
515	3	7.7441E-8	0.00005
516	3	7.7441E-8	0.00005
517	5	1.29068E-7	0.00005
518	3	7.7441E-8	0.00005
520	1	2.58137E-8	0.00005
521	2	5.16273E-8	0.00005
522	4	1.03255E-7	0.00005
524	1	2.58137E-8	0.00005
525	1	2.58137E-8	0.00005
526	2	5.16273E-8	0.00005
527	2	5.16273E-8	0.00005
528	5	1.29068E-7	0.00005
530	1	2.58137E-8	0.00005
532	1	2.58137E-8	0.00005
533	1	2.58137E-8	0.000049
534	3	7.7441E-8	0.000049
535	1	2.58137E-8	0.000049
536	2	5.16273E-8	0.000049
537	1	2.58137E-8	0.000049
538	2	5.16273E-8	0.000049
539	1	2.58137E-8	0.000049
540	1	2.58137E-8	0.000049
541	1	2.58137E-8	0.000049
543	4	1.03255E-7	0.000049
544	1	2.58137E-8	0.000049
546	3	7.7441E-8	0.000049
547	1	2.58137E-8	0.000049
548	1	2.58137E-8	0.000049
549	1	2.58137E-8	0.000049
550	4	1.03255E-7	0.000049
551	3	7.7441E-8	0.000049
552	2	5.16273E-8	0.000049
553	3	7.7441E-8	0.000049
554	1	2.58137E-8	0.000049
555	6	1.54882E-7	0.000049
556	1	2.58137E-8	0.000048
557	2	5.16273E-8	0.000048
558	1	2.58137E-8	0.000048
559	3	7.7441E-8	0.000048
562	3	7.7441E-8	0.000048
563	2	5.16273E-8	0.000048
565	4	1.03255E-7	0.000048
566	1	2.58137E-8	0.000048
567	1	2.58137E-8	0.000048
568	1	2.58137E-8	0.000048
569	1	2.58137E-8	0.000048
570	2	5.16273E-8	0.000048
571	3	7.7441E-8	0.000048
572	2	5.16273E-8	0.000048
575	2	5.16273E-8	0.000048
576	2	5.16273E-8	0.000048
577	1	2.58137E-8	0.000048
579	1	2.58137E-8	0.000048
580	3	7.7441E-8	0.000048
582	2	5.16273E-8	0.000047
583	1	2.58137E-8	0.000047
584	3	7.7441E-8	0.000047
586	2	5.16273E-8	0.000047
587	1	2.58137E-8	0.000047
588	2	5.16273E-8	0.000047
589	3	7.7441E-8	0.000047
590	2	5.16273E-8	0.000047
591	1	2.58137E-8	0.000047
592	2	5.16273E-8	0.000047
593	2	5.16273E-8	0.000047
594	1	2.58137E-8	0.000047
595	2	5.16273E-8	0.000047
597	1	2.58137E-8	0.000047
598	3	7.7441E-8	0.000047
599	4	1.03255E-7	0.000047
600	4	1.03255E-7	0.000047
601	3	7.7441E-8	0.000047
602	3	7.7441E-8	0.000046
603	2	5.16273E-8	0.000046
605	2	5.16273E-8	0.000046
606	1	2.58137E-8	0.000046
608	1	2.58137E-8	0.000046
609	3	7.7441E-8	0.000046
610	3	7.7441E-8	0.000046
611	3	7.7441E-8	0.000046
612	1	2.58137E-8	0.000046
613	1	2.58137E-8	0.000046
614	3	7.7441E-8	0.000046
615	2	5.16273E-8	0.000046
617	2	5.16273E-8	0.000046
618	2	5.16273E-8	0.000046
620	3	7.7441E-8	0.000046
621	1	2.58137E-8	0.000046
622	1	2.58137E-8	0.000046
623	3	7.7441E-8	0.000046
624	3	7.7441E-8	0.000045
627	2	5.16273E-8	0.000045
628	2	5.16273E-8	0.000045
629	1	2.58137E-8	0.000045
630	2	5.16273E-8	0.000045
631	1	2.58137E-8	0.000045
632	1	2.58137E-8	0.000045
633	3	7.7441E-8	0.000045
634	2	5.16273E-8	0.000045
635	1	2.58137E-8	0.000045
636	2	5.16273E-8	0.000045
638	1	2.58137E-8	0.000045
639	1	2.58137E-8	0.000045
640	3	7.7441E-8	0.000045
641	1	2.58137E-8	0.000045
642	1	2.58137E-8	0.000045
643	2	5.16273E-8	0.000045
644	2	5.16273E-8	0.000045
645	1	2.58137E-8	0.000045
647	2	5.16273E-8	0.000045
649	2	5.16273E-8	0.000045
651	3	7.7441E-8	0.000045
652	1	2.58137E-8	0.000044
653	2	5.16273E-8	0.000044
656	1	2.58137E-8	0.000044
657	3	7.7441E-8	0.000044
658	1	2.58137E-8	0.000044
659	1	2.58137E-8	0.000044
660	4	1.03255E-7	0.000044
662	1	2.58137E-8	0.000044
663	3	7.7441E-8	0.000044
664	2	5.16273E-8	0.000044
665	2	5.16273E-8	0.000044
666	3	7.7441E-8	0.000044
671	2	5.16273E-8	0.000044
672	2	5.16273E-8	0.000044
673	4	1.03255E-7	0.000044
675	1	2.58137E-8	0.000044
676	1	2.58137E-8	0.000044
678	2	5.16273E-8	0.000044
679	2	5.16273E-8	0.000044
683	2	5.16273E-8	0.000043
684	1	2.58137E-8	0.000043
685	2	5.16273E-8	0.000043
687	1	2.58137E-8	0.000043
688	2	5.16273E-8	0.000043
690	2	5.16273E-8	0.000043
691	2	5.16273E-8	0.000043
694	3	7.7441E-8	0.000043
695	3	7.7441E-8	0.000043
696	3	7.7441E-8	0.000043
698	1	2.58137E-8	0.000043
699	1	2.58137E-8	0.000043
700	1	2.58137E-8	0.000043
701	2	5.16273E-8	0.000043
702	2	5.16273E-8	0.000043
703	3	7.7441E-8	0.000043
705	1	2.58137E-8	0.000043
706	1	2.58137E-8	0.000043
708	1	2.58137E-8	0.000043
709	2	5.16273E-8	0.000043
710	3	7.7441E-8	0.000043
711	1	2.58137E-8	0.000042
712	2	5.16273E-8	0.000042
713	1	2.58137E-8	0.000042
714	1	2.58137E-8	0.000042
715	2	5.16273E-8	0.000042
716	3	7.7441E-8	0.000042
718	3	7.7441E-8	0.000042
720	1	2.58137E-8	0.000042
721	1	2.58137E-8	0.000042
722	1	2.58137E-8	0.000042
723	1	2.58137E-8	0.000042
724	2	5.16273E-8	0.000042
725	1	2.58137E-8	0.000042
726	1	2.58137E-8	0.000042
727	1	2.58137E-8	0.000042
729	1	2.58137E-8	0.000042
730	4	1.03255E-7	0.000042
731	4	1.03255E-7	0.000042
733	2	5.16273E-8	0.000042
734	2	5.16273E-8	0.000042
735	3	7.7441E-8	0.000042
738	1	2.58137E-8	0.000042
739	1	2.58137E-8	0.000041
740	1	2.58137E-8	0.000041
741	1	2.58137E-8	0.000041
742	1	2.58137E-8	0.000041
743	1	2.58137E-8	0.000041
744	1	2.58137E-8	0.000041
746	2	5.16273E-8	0.000041
747	1	2.58137E-8	0.000041
748	1	2.58137E-8	0.000041
749	1	2.58137E-8	0.000041
751	3	7.7441E-8	0.000041
752	3	7.7441E-8	0.000041
753	1	2.58137E-8	0.000041
755	1	2.58137E-8	0.000041
757	3	7.7441E-8	0.000041
758	1	2.58137E-8	0.000041
761	1	2.58137E-8	0.000041
762	1	2.58137E-8	0.000041
763	1	2.58137E-8	0.000041
764	7	1.80696E-7	0.000041
768	1	2.58137E-8	0.000041
770	1	2.58137E-8	0.000041
771	1	2.58137E-8	0.000041
772	1	2.58137E-8	0.000041
773	1	2.58137E-8	0.000041
777	2	5.16273E-8	0.000041
778	1	2.58137E-8	0.00004
780	2	5.16273E-8	0.00004
781	1	2.58137E-8	0.00004
783	2	5.16273E-8	0.00004
784	2	5.16273E-8	0.00004
785	1	2.58137E-8	0.00004
786	1	2.58137E-8	0.00004
787	3	7.7441E-8	0.00004
788	2	5.16273E-8	0.00004
789	1	2.58137E-8	0.00004
790	1	2.58137E-8	0.00004
792	1	2.58137E-8	0.00004
793	1	2.58137E-8	0.00004
794	3	7.7441E-8	0.00004
795	4	1.03255E-7	0.00004
796	1	2.58137E-8	0.00004
797	3	7.7441E-8	0.00004
798	1	2.58137E-8	0.00004
799	1	2.58137E-8	0.00004
800	2	5.16273E-8	0.00004
801	1	2.58137E-8	0.00004
802	1	2.58137E-8	0.00004
803	2	5.16273E-8	0.00004
804	1	2.58137E-8	0.000039
806	1	2.58137E-8	0.000039
808	1	2.58137E-8	0.000039
809	1	2.58137E-8	0.000039
810	2	5.16273E-8	0.000039
813	1	2.58137E-8	0.000039
814	1	2.58137E-8	0.000039
816	1	2.58137E-8	0.000039
817	2	5.16273E-8	0.000039
818	1	2.58137E-8	0.000039
819	1	2.58137E-8	0.000039
820	2	5.16273E-8	0.000039
821	1	2.58137E-8	0.000039
822	5	1.29068E-7	0.000039
823	2	5.16273E-8	0.000039
825	1	2.58137E-8	0.000039
827	1	2.58137E-8	0.000039
828	1	2.58137E-8	0.000039
829	2	5.16273E-8	0.000039
830	2	5.16273E-8	0.000039
831	3	7.7441E-8	0.000039
833	2	5.16273E-8	0.000039
834	2	5.16273E-8	0.000039
835	1	2.58137E-8	0.000039
836	2	5.16273E-8	0.000038
837	3	7.7441E-8	0.000038
838	2	5.16273E-8	0.000038
839	1	2.58137E-8	0.000038
841	1	2.58137E-8	0.000038
842	3	7.7441E-8	0.000038
843	2	5.16273E-8	0.000038
844	1	2.58137E-8	0.000038
847	1	2.58137E-8	0.000038
848	2	5.16273E-8	0.000038
849	2	5.16273E-8	0.000038
850	1	2.58137E-8	0.000038
851	2	5.16273E-8	0.000038
859	2	5.16273E-8	0.000038
860	1	2.58137E-8	0.000038
861	1	2.58137E-8	0.000038
863	2	5.16273E-8	0.000038
864	2	5.16273E-8	0.000038
865	3	7.7441E-8	0.000038
867	1	2.58137E-8	0.000038
868	1	2.58137E-8	0.000038
869	2	5.16273E-8	0.000038
870	1	2.58137E-8	0.000038
873	1	2.58137E-8	0.000037
874	1	2.58137E-8	0.000037
877	1	2.58137E-8	0.000037
879	2	5.16273E-8	0.000037
880	2	5.16273E-8	0.000037
881	1	2.58137E-8	0.000037
885	1	2.58137E-8	0.000037
886	1	2.58137E-8	0.000037
887	3	7.7441E-8	0.000037
888	1	2.58137E-8	0.000037
889	1	2.58137E-8	0.000037
890	1	2.58137E-8	0.000037
892	1	2.58137E-8	0.000037
897	1	2.58137E-8	0.000037
898	3	7.7441E-8	0.000037
899	1	2.58137E-8	0.000037
900	1	2.58137E-8	0.000037
901	1	2.58137E-8	0.000037
902	3	7.7441E-8	0.000037
904	2	5.16273E-8	0.000037
908	2	5.16273E-8	0.000037
909	2	5.16273E-8	0.000037
911	3	7.7441E-8	0.000037
913	3	7.7441E-8	0.000037
914	1	2.58137E-8	0.000036
915	2	5.16273E-8	0.000036
918	1	2.58137E-8	0.000036
919	1	2.58137E-8	0.000036
922	1	2.58137E-8	0.000036
929	1	2.58137E-8	0.000036
930	1	2.58137E-8	0.000036
932	1	2.58137E-8	0.000036
934	2	5.16273E-8	0.000036
936	2	5.16273E-8	0.000036
939	1	2.58137E-8	0.000036
940	2	5.16273E-8	0.000036
942	4	1.03255E-7	0.000036
943	1	2.58137E-8	0.000036
944	1	2.58137E-8	0.000036
947	1	2.58137E-8	0.000036
949	1	2.58137E-8	0.000036
950	1	2.58137E-8	0.000036
952	1	2.58137E-8	0.000036
953	2	5.16273E-8	0.000036
954	2	5.16273E-8	0.000036
955	2	5.16273E-8	0.000036
956	1	2.58137E-8	0.000036
958	1	2.58137E-8	0.000036
959	1	2.58137E-8	0.000036
961	1	2.58137E-8	0.000036
962	4	1.03255E-7	0.000036
966	1	2.58137E-8	0.000035
967	1	2.58137E-8	0.000035
968	1	2.58137E-8	0.000035
969	1	2.58137E-8	0.000035
970	1	2.58137E-8	0.000035
972	1	2.58137E-8	0.000035
974	1	2.58137E-8	0.000035
975	1	2.58137E-8	0.000035
976	2	5.16273E-8	0.000035
979	1	2.58137E-8	0.000035
