Sample,Replicate,Total_Alt,Total_Ref,Error_Rate
N2,1,2860,13688,0.17283055354121343
N2,2,4856,22768,0.175789168838691
N2,3,3381,15587,0.17824757486292703
PRDE1,1,3453,15885,0.17856034750232702
PRDE1,2,3373,14886,0.18473081767895286
PRDE1,3,3313,15245,0.17852139239142148
